protein_id	Par_t1	Par_t2	Par_t3	Par_t4	HomEdA_t1	HomEdA_t2	HomEdA_t3	HomEdA_t4	HomEdB_t1	HomEdB_t2	HomEdB_t3	HomEdB_t4	HomRevA_t1	HomRevA_t2	HomRevA_t3	HomRevA_t4	HomRevB_t1	HomRevB_t2	HomRevB_t3	HomRevB_t4
PROT_0143	23.4932	23.7175	23.6049	23.4113	23.7805	23.6845	23.7404	23.8652	23.7295		23.5944	23.7443	23.2705	24.1403	23.7225	24.161	23.7053	23.7168	23.585	23.7669
PROT_0144	19.9941			20.3537	19.2827	20.3598	20.0704		19.7863	19.7854	19.3154	20.3088	19.5499	19.581	18.8378	19.4686	20.4801		19.439	19.5835
PROT_0145	19.7046		19.8153	19.2993	19.1062	19.0599	19.2825	19.0846	18.5716	18.5595	18.0525	18.8183		19.3011		18.8966				18.3542
PROT_0146	20.6099	20.7026	20.4337	20.172	20.3974	20.1331	20.4703	20.3433	20.4741	19.9545	20.1565		20.4098	20.8043	20.5229	20.3928	20.4347	20.5556	20.1528	20.4784
PROT_0147	25.1402	25.0462	25.1314	25.1524	24.8754	25.0913	25.2498	24.9401	25.4892	25.2423	25.361	25.6377	25.2455	25.4284	25.2913	25.3616	25.0936	25.0123	25.3087	25.2815
PROT_0148	25.0635	24.977	24.837	24.8562	24.5021	24.5832	24.7947	24.9881	24.7676	25.0937	25.1329	25.0864	24.7124	25.0194	24.7817	24.9344	24.6669	24.921	24.619	25.0692
PROT_0149	23.3566	22.8555	23.0646	23.0113	22.9212	22.769	22.9546	22.9621	22.7254	23.1707	23.3157	23.2313	22.5611	22.5733	23.0418	23.0502	23.3554	22.6862	23.1895	22.9151
PROT_0150	23.1744	22.8309	22.4861	22.6938	22.6836		23.0451	22.4459	23.2752	22.8105	22.6003	23.1156	22.6682	22.7835	22.8927		23.1452	22.916	22.7799	23.164
PROT_0151	26.3964	26.2299	26.1005	26.1898	25.9204	25.8113	25.8668	26.002	26.0918	26.239	26.3253	26.0743	25.8418	26.1464	26.0078	26.0896	26.1575	26.1112	26.1965	26.1958
PROT_0152	22.2545	22.3438	21.9274	22.1479	21.9943	22.4926	22.1968	22.0701	22.0724	22.1055	21.8235	22.093	22.4883	22.5506	22.4786	22.596	22.5257	22.6644	22.4795	22.386
PROT_0153	26.3505		26.4225	26.4503	26.5582	26.367	26.0904	26.6235	26.3651	26.5247	26.49	26.2462	26.5403	26.8389	26.449	26.4244	26.4571	26.6535	26.4145	26.7504
PROT_0154	23.8703	23.6173	23.6634	23.6229	23.7506	23.6658	24.1532	23.6462	23.3291	23.814	23.7828	23.3552	23.6039	23.8858	24.0468	23.5262	24.2193	23.476	23.6501	23.4425
PROT_0155	22.0795	22.0935	21.9888	21.7309	22.0563	22.3658	22.2122	22.2729	22.1586	22.3071	22.3495	22.164	22.176	22.2242	22.3123	21.9069	22.0814	22.7582	22.23	22.6973
PROT_0156	21.8595	21.7729	21.8751	21.9526	21.6893	22.1357	22.0567	21.5509	22.1923	22.349	21.9104	21.7315	22.1965	21.7923	22.5395	22.0529	22.2311	22.2833	22.3689	
PROT_0157	24.4547	24.411	24.353	24.1703	24.7005	24.1631	24.3917	24.376	24.7701	24.4854	24.4939	24.2976	25.1843	25.0576	25.2034	25.0679	24.7599	24.4853	24.6371	24.214
PROT_0158	24.8536	24.6273	24.6899	24.7847	24.7246	24.3829	24.3594	24.9656	24.7493	24.7922	24.7164	24.6196	24.346	24.8356	24.698		24.7223	24.8948	24.7534	24.4812
PROT_0159		20.1435	20.6018	20.3495			20.1802		20.0413	20.9196	21.0871	20.4564	20.3088	20.3219	19.5677		20.0659	20.8687	20.4267	20.0508
PROT_0160	26.6911	26.8901	26.8113	26.5653		26.4804	26.6317	26.5671	26.6713	26.771	26.6782	26.6412	26.8209	26.7392	26.7525	26.6349	26.4167	26.8067	26.8136	26.6905
PROT_0161	18.6991	19.6139	17.1147	17.1428				18.4799				18.0451			19.1436			18.9114		18.8143
PROT_0162	23.6894	23.78	23.6553		23.5537	23.8106	23.4929	23.5318	23.3795	23.4347	23.6776	23.5855	23.8244	23.2857	23.7077	23.7907	23.6674	23.5897	24.061	23.4782
PROT_0163	26.8523	27.1958	27.2116	26.7999	26.8938	26.7385	26.9228	27.029	26.8392	26.8017	26.8316	27.2573	26.7412	27.171	26.8795	26.9932	26.8017	26.949	26.8419	26.8686
PROT_0164	19.1386			18.8091	18.8052			19.3457			20.0518	19.4163		18.3756	19.1269	18.5382	19.1333	19.4657		19.3648
PROT_0165	22.4062	22.0528	22.8017	22.2282	22.975	22.4552	22.9566	22.2983	22.7454	23.3482	22.8488	22.647	22.9359	22.8504	22.6423	22.2671		22.3919	22.5556	22.8035
PROT_0166	22.8561	22.6399	22.8559	22.9498	23.1577	23.064	23.0135	22.7736	23.1129	22.6609	22.7001	23.0043	22.8518	23.2268	23.1296	22.9586	23.2448	22.8251	22.8807	23.1292
PROT_0167													17.6497							17.9668
PROT_0168	23.4341	23.937	23.4468	23.4154	23.9021	23.7057	23.8952	23.6554	23.7843	23.6277	23.6826	23.8148	23.6715	23.8805	23.3343	23.7981	23.7458	24.1476	23.9539	23.6946
PROT_0169	23.373	22.8637	23.7562	23.0863	23.2996	22.9536	23.4069	23.0827	23.4274	23.4304	23.3311	23.1287	23.3577	23.4445	23.313	23.4853	23.0948	23.0507	23.187	22.9428
PROT_0170	20.73	20.2577	20.7311	20.6351	20.7076	20.3847	20.1845	20.0645	20.4678	20.4032	20.3744	20.2578	20.1081	19.8383	20.3065	20.0824	20.2219		20.8556	20.8266
PROT_0171	25.139	25.3445	25.0597	24.8167	25.1332	25.3787	24.8098	25.2889	24.9846	25.0331	25.0753	25.184	24.8124	25.0919	24.7784	25.1076	24.9711	25.3424	25.2584	25.245
PROT_0172	18.0191	18.0506			18.1706			17.8298				17.5863	18.0513							18.5114
PROT_0173			18.3562				17.8003		17.9235									18.123		
PROT_0174	25.7173	25.8459	26.0927	25.6501	25.8662	25.9097	26.0148	25.835	26.0547	25.7556	25.9727	25.54	25.7843	25.876	26.1992	25.7689	26.0183	25.9383	25.8301	25.7107
PROT_0175	23.6829	23.8086	24.0825	23.9354	24.0899	23.7883	23.8673	24.2529			23.9024	23.9551	23.5089	23.9817	24.2721	23.5502	23.8629	24.2987	24.0719	23.796
PROT_0176	20.1208	21.1122	20.5238	20.5233	20.1205	20.3544	20.9821	20.3306	20.7443	20.3243	20.8957	21.1059	19.9618	20.3581	20.7185	20.22	20.3891	20.6349	20.2912	20.5089
PROT_0177	20.8414		20.7891	20.914	21.2024	21.4608	20.9745		19.9726	20.908	21.2486	20.709	21.7316	21.2717	21.0485	21.1446	21.4694		21.2705	20.5615
PROT_0178																18.7279	18.9633	18.2937		16.9985
PROT_0179		20.2617	20.3661	20.2416	19.7873	20.1725		19.7704	20.3673	20.0092	19.9981	19.4327	20.2484	19.4375	19.8364	19.8023	19.8123			20.012
PROT_0180	19.4935	20.0196	19.0931		19.8687	19.678		20.0584	20.5076		19.4774	20.4636	18.6766	19.0307			19.056	20.1743		
PROT_0181	24.1592	24.8109	24.4704	24.4738	24.3809	24.7166	24.4347	24.2204		24.7921	24.6713	24.848	24.9335	24.8226	24.7125	24.4521	24.7569	24.7574	24.3485	24.5117
PROT_0182	21.7492	21.9288	21.8298	21.6169	21.4106	22.1045	21.7634		21.681	22.0707	21.5118	21.661	21.8416	21.6469	21.5413	22.0301	21.8162	22.0054	21.4837	21.6335
PROT_0183		21.2815	21.0418	20.9658	21.2851	20.9812	21.3843	20.6151	21.1705	21.6394	21.375	20.7459	21.2642	21.3403	21.7999	21.0055	20.7702	21.1219	21.1856	21.3518
PROT_0184	24.823	24.7019	24.9281	24.6664	24.6303	24.6001	24.7065	24.2515	25.0174	24.7065	24.9987	24.8496	24.8286	24.423	24.5745	24.5133	24.6082	24.5931	24.4733	24.3717
PROT_0185	24.1556	23.6418	23.9187	24.0692	23.943	24.0924	24.1825	24.2741	24.4592	24.5746	24.2706	24.3752	23.7776	24.1453	23.9243	23.8787	24.2291	24.2835	24.0316	24.1816
PROT_0186	25.953	25.85	26.0853	26.1703	25.6211	26.0427	26.1335	25.7617	25.9713	25.8841	25.7696	25.9656	25.6442	25.7673	26.0209	25.8251	25.6124	25.8728	25.6226	25.4385
PROT_0187	18.6112	19.5597		19.2067	18.8985		19.3779				19.0041		18.5502			19.0617	18.1458			18.5727
PROT_0188	26.6087	26.1919	26.3147	26.6947	26.4132	26.2324	26.5945	26.2058	26.4068	26.1689	26.4024	26.5601	26.4879	26.6705	26.2083	26.5213	26.4189	26.4358	26.5231	26.4591
PROT_0189	24.3256	23.8719	24.2895	23.7197	24.4115	23.9686	24.4089	24.085	24.1077	23.632	23.793	23.9304	24.1269	23.7902	24.0525	23.5449	23.6791	23.8524	24.2373	23.9088
PROT_0190	22.3334	21.717	22.1049	22.0894	23.0754	22.9829	23.2185	23.0113		22.4123	22.7193	22.4645	21.6372	22.0794	21.728	21.5781	21.6789	21.714	20.9439	21.3692
PROT_0191	24.8071	25.1118	25.0291	25.1502	25.3071	25.2312	25.2598		25.3234	25.5607	25.2098	25.3794	24.92	24.9746	25.3947	25.0918	25.2247	25.3003	25.0836	25.0728
PROT_0192	27.7512	27.5871	27.9372	27.8481	27.5963	27.7312	27.8732	27.7356	27.6274	27.5353	27.4687	27.5959	27.623	27.6949	27.6361	27.7411	27.6708	27.8962	27.6892	27.6723
PROT_0193	22.4003	22.5963	22.5761	22.6746	22.5418	22.7107	22.5217	22.3573	22.6833	22.4997	22.462	22.6576	22.4538	22.5275	22.5807	22.9643	22.6344	22.6476	22.7373	22.6405
PROT_0194	22.4668	22.2635	22.6052	22.503	22.3024	21.9531	22.1377	22.6231	22.5594	22.5316	22.6544	22.6539	22.4454	22.5634	22.4298	22.2538	22.4371	22.455	23.0567	22.1693
PROT_0195	21.7602	22.2508	22.2585	21.816	21.9421	22.4421	22.2358	21.7836	22.1397	21.9504	21.594	21.4767	21.8364	22.5132	22.2828	21.4752	22.082	21.7676	21.8768	22.3254
PROT_0196	19.4316	17.7821		17.8366	18.6099		18.7122			18.6419		18.0552	18.7587	17.5318	17.6987	18.1558		18.6804	17.7367	
PROT_0197	26.3194	26.582	26.3645	26.5735	26.1965	26.5469	26.4127	26.5801	26.6668	26.7634	26.4342	26.4052	26.2873	26.5695	26.2739	26.3201	26.2389	26.5191	26.456	26.6494
PROT_0198	24.6502	24.7044	24.5718	24.7523	24.3678	24.7503	24.2242	24.7469	24.5591	24.7573	24.1814	24.9472	24.5722	24.4751	24.6773	24.5421	24.8406	24.5057	24.3882	24.8419
PROT_0199	24.3844	24.4185	24.201	24.3773	24.4827	24.5735	24.1229	24.3058	24.0329	24.1909	24.2195	24.0711	24.7982	24.9583	25.3075	25.0198	24.1695	24.2293		24.6265
PROT_0200	24.4316	24.4099	24.8447	24.4708	24.6751	24.2516	24.6102	24.6611	24.7683	24.4121	25.1354	24.4896	24.7533	24.6066	24.7389	24.5607	25.0007	24.8307		24.7003
PROT_0201	21.2584	21.7959	21.998	21.8757	21.9499	21.5229	21.8586	21.5319	21.8771	21.7135	21.1572	21.6025	21.5123	21.8742	21.5523	21.4553	22.1377	21.3552	22.1092	21.6709
PROT_0202	28.8248	28.6197	28.8204	28.9063	28.6843	28.6127	28.8207	28.708	28.7085	28.978		28.8176	28.5629	28.5878	28.9549	28.7448	29.1235	29.0619	28.7295	28.6993
PROT_0203	24.414	24.2645	24.3588	24.4387	23.344	23.5529	23.5876	23.3471	23.0554	23.6434	23.3079	23.4298		23.1479	23.5374	23.2028	23.4845	23.1497	23.0158	23.464
PROT_0204	22.2473	22.2114	21.9801	22.1797	22.437	21.9369	22.176	21.9421	22.7669	21.9238		21.4615	22.0076	22.0902	22.0482	21.8732	22.3698	22.3201	22.146	22.1206
PROT_0205		19.8326	19.6313	19.4402	20.2819	19.5546	20.0375		20.5367	19.6966	19.7376		20.5221	20.4045	19.8858		20.045	19.7955	19.904	19.5196
PROT_0206	30.0833	29.7183	30.1046	29.6976	29.9712	29.7509	29.8241	29.8552	30.0717	30.1664	30.0345	29.9664	29.7695	29.9831	29.9398	29.7421	29.9945	29.9236	29.9546	29.7845
PROT_0207	25.3026	24.9619	24.9942	25.2773	24.9989	25.2049	25.0534	24.9705	25.1504	25.2551	24.8675	25.3635	25.126	25.2852	25.0339	25.24	25.0392	25.4397	25.1806	24.9789
PROT_0208	25.3101	25.5253	25.3008	25.559	25.1685	25.587	25.2175	25.907	24.8886	25.5625	25.2586	25.5343	25.2965	25.7753	25.4272	25.4048	25.1986	25.5128	24.9394	25.2399
PROT_0209	24.3131	24.0284	23.6988	23.9666	24.1908	23.9922	24.1907	23.9864	24.3059	24.0398	24.0993	23.8616	24.1899	23.9607	24.1828	24.1085	24.2617	24.0768	23.8779	23.9787
PROT_0210	19.7419		19.3085		18.7105		19.477	19.5645		19.6835		19.9774	19.7237	19.7086	19.8571				19.2278	
PROT_0211	25.0606	24.6731	25.2198	25.158	25.0008	24.7725	24.9477	24.7865	25.0218	24.9829	25.0606	25.114	25.0127	24.9541	25.1351	24.851	25.0157	25.0826	25.1637	24.8533
PROT_0212	22.2522	21.9002	22.071	22.0011	21.465	22.0157	22.0172	22.3349		21.9043	22.4264	22.5071	21.923	22.2938	22.0042	21.9468	21.9239	22.3272	21.8422	22.2713
PROT_0213	21.4949	21.2444		20.9995	21.2686	21.289		21.6104	21.1674	21.9247	21.4552		20.8934	21.4927	20.6699	21.3596	21.6995	22.0189	21.7401	21.653
PROT_0214	26.8155	26.4975	26.931	26.4542	26.5633	26.2543	26.7691	26.2002	26.7819	26.6774	26.8329	26.5792	26.751	26.7618	26.848	26.6453	26.7582	26.6802	26.7926	26.7244
PROT_0215	22.1925	22.7336	22.907	22.372	22.8967		22.5652	22.7229	22.4594	22.7136	22.5047	22.1723	22.1465	22.6353	22.0759	22.6127	22.545	22.6527	22.7781	22.1913
PROT_0216	21.6834	21.7995	20.9641	21.2942	21.2652	21.4356	21.5693	21.41	21.2553	21.2254	21.4701	20.7243	21.6028	21.7588	21.394	21.4396	20.9498	22.0808	21.8066	21.0483
PROT_0217		19.6478						19.4638			18.9939			19.2087		18.2665	18.7031			17.8253
PROT_0218	19.2226					18.8875		19.2014	19.773		18.9604	19.9417	18.4499	18.4559		18.2447		20.0481		19.4928
PROT_0219	23.0975	22.9256	23.1642	22.9639	23.1893		22.9299	23.4468	23.4331	23.1751	23.3055	23.3326	23.1077	23.524	23.2758	23.3694	23.3765	23.2921	23.2853	23.2951
PROT_0220	24.1234	23.9931	24.4022	24.0264	24.0657	24.2101	23.9932	23.9123	23.9835	23.8574	24.3817	24.2016	22.8898	23.6357	23.1306	22.9733	23.9292	24.1408	23.8176	23.8069
PROT_0221	24.5204	24.1365	24.3213	24.1243	24.0655	24.0991	24.3258	24.351	24.5961	24.0832	24.4584	24.2387	24.2912	24.6	24.4277	23.9503	24.3675	24.4306	24.7365	24.1422
PROT_0222	21.9602	21.5015	21.5272	22.0208	21.309	21.317	21.1088	21.0795	21.6999	21.2366	21.2725		21.7003	21.25	21.3582	20.9219	21.2388	20.9866	21.4527	21.4184
PROT_0223	21.5639	21.5114	21.8258	21.2891	21.6615	22.0715	21.7103	21.6668	21.914	21.7836	21.5786	21.9456	21.8999	21.782	22.0931	21.5184	22.0259	21.409	22.2473	21.3706
PROT_0224	24.5479	24.6783	24.5967	24.4946	24.8505	24.547	24.798	24.759	25.0635	24.7159	24.8308	24.6293	24.4639	24.6322	24.6369	24.4676	24.4899	24.7518		24.6426
PROT_0225	20.117	20.6747	20.0322	20.4416	20.3573		19.8337	20.1	20.1578	20.0201	19.7582	20.2425	20.1154	20.7434	19.8492	19.8522	20.1821		20.2976	19.9908
PROT_0226				18.4107					19.1679			18.7939		18.0123		18.0241		18.7612		19.0275
PROT_0227	23.1984	23.2829	23.5293	23.5586		23.1579	22.9646	23.4411	23.277	23.4268	23.8155	23.8982		23.4411	23.6296	22.9608	23.1639	23.6426	23.7717	
PROT_0228	24.1544	24.0547	24.0007	24.1219	24.1969	24.0481	23.9454	23.8535	24.214	24.0146	23.9735	24.0239	24.3157	23.993	24.1388	23.9766	24.2158	24.3182	23.9799	23.9569
PROT_0229	18.7756	19.251				19.0896		19.2924	19.2247		18.8581	18.8979			19.5659		19.6151	19.8253	20.0535	19.6108
PROT_0230	27.3017	27.8523	28.1116	27.6333	28.025	28.1695	27.9978	27.8437	27.9693	27.9988	28.051	27.8648	27.7949	27.6168	27.7488	27.7722	28.1153	27.9989	28.2676	28.1362
PROT_0231	21.6144	21.9986	21.9211	21.9931	21.2263	22.0928	21.4473	21.5752	21.6865	21.4897	21.4374	22.1037	21.3391	21.8153	21.9577	21.5456	22.153	21.4151	21.5178	21.7502
PROT_0232	21.6888	21.1188	21.3371		21.0728	21.2185	21.1949	21.1832	20.7775	21.5808	21.1786	21.3097	20.9401	21.1132	20.7137	21.1884	20.4381	22.2321	21.16	21.0999
PROT_0233	26.5693	26.7391	26.438	26.3619	26.6332	26.8273	26.6449	26.6871	26.5289	26.5287	26.7022	26.8417	26.5984	26.7131	26.7031	26.7675	26.8521	26.816	27.1786	26.4008
PROT_0234	21.6756	21.853	21.267	21.4829	22.1565	22.1541	22.105	21.8093	22.0429	21.5892	21.7022	21.3744	21.9022	21.6802	20.8599	21.4685		21.9055	21.7169	21.5739
PROT_0235	21.0507	21.5784	21.7829	20.8768		21.6576	22.0755	21.567	21.789	21.3124	21.0277	20.9673	21.7443		21.4436	20.7212	21.5939	20.83	21.6458	21.5475
PROT_0236	19.6253	20.1252	20.5493	20.338	20.0544	20.1096			19.8531	20.1512	20.9362	19.9084	19.5725		20.1887	20.2193	20.4133	19.8952	19.9585	19.0768
PROT_0237	24.3638	25.2246	24.9182	24.9009	24.8832	24.5252	24.6437	24.5214	24.9414	24.6497	24.6205	24.9951	24.6096	24.9299	24.5741	24.5663	24.4246	24.7809	24.6456	24.4225
PROT_0238	21.4351	21.5067	21.1405	20.7587	21.7209	21.6443	21.257	21.4694	21.1125	20.9374	21.9626	21.0364	21.2722	21.5081	21.2767	21.1477	21.4054	21.5052	21.2407	21.3138
PROT_0239	25.5887	25.4673	25.8295	25.4946	25.4025	25.3674	25.3739	25.6392	25.4704	25.3684	25.5556	25.4133	25.2695		25.4069	25.1213	25.2689	25.8603	25.6584	25.6814
PROT_0240	22.1191	22.2363	21.8014	22.1254		22.472	22.5446	22.6887	22.3829	21.8404	21.805	21.8891	22.155	21.9692	21.5971	21.5775	22.2107	21.9767	21.6514	21.9082
PROT_0241	20.7493	20.8798	20.6		20.8768	20.5476	20.7841	21.0585	20.7672	20.7627	20.6704	20.9069	20.8215	20.753	20.7684	20.9184	20.9399	20.798	20.4246	20.8998
PROT_0242	26.4953	26.6467	26.511	26.5292	26.2225	26.4356	26.3576	26.6454	26.32	26.7486	26.3424	26.5438	25.9921	26.8045		26.4381	26.0573	26.605	26.4974	26.5893
PROT_0243	25.5368	25.4331	25.4846	25.6707	25.1747	25.4146	25.2258	25.3434	25.6283	25.297	25.2717	25.5736	25.4407	25.3136	25.409	25.6019	25.4072	25.4854	25.1045	25.2083
PROT_0244	21.0175	21.4778	21.7792		21.5079	21.3803		21.2541	21.1662	22.285	21.1048	21.7143	20.9692	21.6029	21.5097	21.0506	21.5437	21.3125	21.3032	21.2806
PROT_0245	21.6772	21.7584	21.7665	21.9611	21.8592	21.5775	21.8323	21.4385	21.6319	21.7941	22.0242	21.3622	21.9988	21.4396	21.5384	21.4979	21.7445	21.7575	21.8389	21.6976
PROT_0246	25.0577	24.7415	24.8338	24.6196	24.8969	24.6613	24.8973	24.9354	25.0009	25.0928	24.9782	24.9883	24.8211	24.6944	24.8521	24.8613	24.9431	24.9529	25.1096	24.9261
PROT_0247	21.1716	20.8484	21.2016	21.2555	21.6511	22.1267	21.5104	21.5733	22.1602	22.3539	21.9727	22.4389	21.0909	21.1525	20.9297	20.8267	21.6843	20.9529	20.5898	20.8876
PROT_0248	20.9582	21.0231	20.8639		21.1	21.203	20.6327	21.3012	21.0127	21.1003	21.1795	21.5789	21.1227	21.001	20.6241	20.4645	20.8089	21.1861	20.6046	20.8237
PROT_0249	20.3551	20.3539	19.9229	20.4697	19.9763	20.084	20.4365	20.5702	19.874	20.2345	20.09		20.748	20.4084	20.249	19.7806	20.6106		20.9007	19.9289
PROT_0250	23.4618	23.0938		23.4342	23.1603	23.0518	23.1842	22.7671	23.5362	23.266	23.1858	23.1373	23.229	23.0498	23.5783	23.1475	23.2142	23.4645	23.4635	23.2932
PROT_0251	23.1719	23.287	23.4059	23.2518	23.2811	23.1325	23.2429	23.1888	23.58	22.994	23.4394	23.527	23.1416	23.2742	23.338		23.4308	23.1524	23.288	23.1548
PROT_0252	25.7826	26.086	26.195	25.9312	26.0708	26.1942	26.1845	26.1803	26.0974	26.1402	26.0187	26.1223	25.8363	25.8631	26.4162	26.3339	26.0414	25.9969	25.8528	25.9368
PROT_0253	21.7146		21.6441	21.8151	22.0963	21.2383	21.322	21.9187	22.0306	21.5534	21.9845	21.6364	21.2625	21.8066	22.0835	21.7109	21.6262	21.5115	21.9058	21.8417
PROT_0254	20.3463	20.2538	19.9681			20.0006					20.2172		20.0001	19.6176	19.8808	19.8318	20.2349	19.9184	19.5863	20.0628
PROT_0255	22.4024	22.6201	22.3069	22.3541	22.282	22.5232	21.8214	22.3475	22.3176	21.9475	21.8943	21.9474	22.3509	22.549	22.1299	22.4904	22.4666	22.9748	22.4993	22.639
PROT_0256	24.8065	24.0954	24.6132	24.1582	24.6791	24.4332	24.4919	24.0168	24.3271	24.4252	24.544	24.4051	24.5182	24.3947	24.1303	24.6398	25.2018	24.422	24.3302	24.278
PROT_0257			18.8683	18.9634		18.9183	18.6602		19.9258	20.4119		19.7105		19.9842			19.9884		19.0844	19.4817
PROT_0258	25.3763	25.2067	25.793	25.0119	25.5746	25.3131	25.4268	25.5922	25.4625	25.1271	25.406	25.1786	25.3623	25.5708	25.4232	24.8935	25.4471	25.3112	25.4534	25.3179
PROT_0259	23.4562	23.7606	23.7154	23.6461	23.6555	23.3117	23.954	23.4618	23.4161	23.7083	23.5993	23.8859	23.6693	23.4054	23.4915	23.4796	23.9286	23.6369	23.6287	23.6534
PROT_0260	23.5502	23.241		23.6462	23.7357	23.4099	23.5895	23.3849	23.5333	23.7453	23.638	23.4135	23.9262	23.7633	23.7861	23.7184	23.8392	23.9952	23.6517	23.3681
PROT_0261	24.2939	24.5045	24.0832	24.2062	24.4346	24.4257	24.4319	24.1899	24.1956	24.1709	24.3367	23.9084	23.88	24.0838	24.4063	24.1524	24.5046	24.5263	24.6094	24.2923
PROT_0262		20.5107	21.5466	20.5186	20.1535	20.663	20.3885	20.7875	21.1452	20.5711	20.4414	20.858	20.3589	21.0153	20.196	20.3713	20.6369	20.4798	20.665	21.1241
PROT_0263	21.1299	20.5325	21.2458	21.1654	20.767	20.7806	20.7388	20.915	20.3462	20.4664	21.2434	20.7733	20.8523	20.8304	21.2828	20.5779		21.4482	21.0089	20.4293
PROT_0264	26.9435	27.341	27.4279	27.1882	27.0525	27.3423	27.0419	27.5928	27.0355	27.3213	27.1298	27.6447	27.1166	27.3387	27.2676	26.9214	27.0859	27.251	27.0109	27.1899
PROT_0265	21.857	21.8025	22.3277	21.8728	22.2724	22.2865	22.1316	22.0251	21.938	21.935	22.1063	22.0582	22.3421	22.0231	22.1344	21.7354	22.1348	21.8462	22.2554	21.8967
PROT_0266	25.9534	26.4588	26.18	26.6045	26.2313	25.9847	26.2287	26.3634	26.0392	26.5147	26.2868	26.3882	26.0055	26.1628	26.1203	26.2588	26.4534	26.4394	26.2358	26.2693
PROT_0267	22.6402	22.8808	22.4659	22.0975	22.7488	22.4644	22.0147	21.9871	22.5316	21.873	22.9628	22.4188	22.6093	22.2029	22.5025	22.0906	22.4135	22.2362	22.3819	22.2974
PROT_0268				19.068		19.3389				19.2239	18.4627		19.6719	18.7217			19.2128	19.4416	18.2854	19.2707
PROT_0269	21.7511	21.867	21.8265	21.6987	22.2208	22.0322	22.1746	21.7957	22.2626	21.9104	22.218	22.0633	21.9217	22.2152	22.0024	21.8334	21.9576	21.9402	21.6065	22.0824
PROT_0270	22.5926	22.4456	23.0599	22.5827	22.1432	22.0735	21.781	22.2352	22.5749	22.3942	22.7329	22.711	22.4762	22.2593	22.3687	22.2752	22.7095	22.7133	22.5728	22.4815
PROT_0271	22.3615	21.6477	21.6975	21.2067	22.117	21.8101	21.9907	22.4556	21.9863	21.725	21.8802	21.386	22.432	21.8473	22.3694	22.2605	22.2291	21.8945	21.8571	22.0068
PROT_0272	25.1626	24.905	24.8773	25.0921	24.9	24.7344	24.8654	24.8161	24.8212	24.9895	25.215	24.8924	25.1278		25.0885	24.6855	25.2035	24.8472		24.8161
PROT_0273	23.3399	23.6952	23.2953	23.0633	23.1978	23.3947	23.6244	23.5094	23.0496		23.1025	23.3219	23.2372	23.5313	23.2603		23.5129	23.1844	23.0778	23.6693
PROT_0274	24.0835	24.6578	24.241	24.5423	24.1068	24.476	24.3351	24.098	24.536	24.4398	23.9579	24.3029	24.4148	24.8265	24.5058	24.4784	24.6988	24.5177	24.2421	24.2651
PROT_0275	25.2921	24.8098	25.439	25.0573	25.2673	25.2185	25.4347	25.3744	25.3815	25.0462	24.9988	24.8354	25.339	25.3008	25.7028	24.856	24.9957	24.9405	25.5315	25.1191
PROT_0276	23.6967	23.6617	23.78	23.3223	23.6378	23.474	23.6423	23.5182	23.604	23.767	23.7547		23.5284	23.49	23.6718	23.4776	23.6565	23.7163	23.8659	23.1914
PROT_0277	25.9045	26.2561	26.0676	26.0398	26.0465	25.7238	25.9294	26.0374	25.5927	26.0009	25.8692	26.1684	25.7859	26.2894	26.1211	26.1842	25.9013	26.4503	25.8844	26.1756
PROT_0278	23.9941	23.6882	23.9716	23.8574	23.833	23.3974	23.8774	23.9879	23.7921	23.8145	23.5604	23.8217	23.6139	24.1535	24.0451	23.545	23.368	23.8788	23.5714	23.7825
PROT_0279	22.6766	22.9545	22.3052	22.3014	22.6897	22.803	22.4413	22.8805	22.6875	22.8957	22.9615	22.9792	22.2966	22.7686	22.218	22.7453	22.8039	22.9057	22.4317	22.4909
PROT_0280	19.8446	20.6177	20.8507	20.3353	20.2467	20.2224	20.2343	20.886	20.7732	20.6179		20.3656		20.8833	19.8154	20.8415	20.6816	21.0313	20.6006	20.5904
PROT_0281	26.6579	26.8375	26.5732	26.7654	26.5548	26.8039		26.8401	26.8189	26.4714	26.6285	27.0258	26.5687	26.7346	26.6596	26.6275	26.5675	26.7502	26.6063	27.1037
PROT_0282	25.4042	25.8155	25.7022		25.6082		25.7403	25.5754	25.8161	25.8709	25.7887	25.7348	25.1644	25.8293	25.7332	25.2951	25.9413	25.8717	25.7399	25.6565
PROT_0283	22.5363	22.9786	22.5309	22.8092	22.002	22.403	22.1461	22.5187	22.7203	22.8901	22.4801	22.9456	22.4109	22.7222	22.5005	22.6239	22.8429	23.1242	22.5373	22.8257
PROT_0284	22.9684	23.1751	23.3299	23.2296	23.2122	23.1333	23.1887	23.2207	23.2304	23.59	23.3557	23.2172	23.1749	23.2422	23.3414	23.2688	23.4494	23.3823	23.4872	23.2371
PROT_0285	21.1861	21.5996	21.452	21.2879		20.4435	20.7527	20.7635	21.7909	21.365	21.4445		20.8226	21.1911	21.5177	21.2567	20.9129	21.0449	21.7421	21.2119
PROT_0286	21.4005	21.8879	21.8501	21.1128	21.6582	21.3677	21.2977	21.3727	22.1836	22.51		21.8663	21.5072	21.4629	21.3099	21.2252	21.6251	21.1945	21.0118	20.9766
