protein_id	Par_t1	Par_t2	Par_t3	Par_t4	HomEd_t1	HomEd_t2	HomEd_t3	HomEd_t4	HomRev_t1	HomRev_t2	HomRev_t3	HomRev_t4
PROT_0231	22.0676	21.9156	21.78	21.4347	21.337	22.1475	21.725	21.2539	21.7143	21.7708	21.498	21.5582
PROT_0232	20.895	21.6771	21.0216	21.0936	21.7613	21.1263	21.7256	21.2012	21.3808	21.1588	21.5241	21.7135
PROT_0233	26.7323	26.6268	26.8498	26.7825	26.5752	26.4626	26.5355	26.5932	26.7983	26.458	26.4988	26.4672
PROT_0234	21.0049	21.6538	22.0324		22.3126	22.6203	22.264	22.0744	21.7488	21.3923	21.4596	21.6291
PROT_0235	21.6382	22.1303	21.4892	21.5933		21.7656	21.4391	21.9131	21.0166	21.3904	21.1437	21.7263
PROT_0236	19.0695	19.4114		19.9864	19.663		20.0697		19.4304		19.5178	19.6049
PROT_0237	24.6499	24.5031	24.8208	24.6447	24.5383	24.8219	24.7613	24.5504	24.6134	24.9193	24.4174	24.6481
PROT_0238	21.3237	21.087	20.9086	21.1517	21.3333	21.0059	21.4616	20.7711	21.68	21.1964	21.5428	21.3642
PROT_0239	25.4029	25.5738	25.6062	25.9384	25.6299	25.243	25.6028	25.5328	25.4199	25.3001	25.757	25.5929
PROT_0240	22.5013	22.0354	21.8926	21.6019	22.3451	22.5023	22.7155	22.7162	22.4761	21.6789	22.0978	22.1436
PROT_0241	20.9009	20.8773	20.8313	20.5474	20.6019	21.0207	20.8444	20.8122	20.4369	21.2846	20.4529	20.0643
PROT_0242	26.0323		26.0854	25.7206	26.6535	26.5625	26.9478	26.5798	26.4102	26.5417	26.7177	26.3725
PROT_0243	25.1461	25.2834	25.5897	25.0857	25.226	25.1007	25.1039	24.8934	25.3182	25.3745	25.1603	24.9902
PROT_0244	21.339	21.4054	21.4643	21.1743	20.8714	20.7099	20.5961	20.7084	20.859	21.2508	20.9536	21.2272
PROT_0245	21.7658	21.5381	22.1102	21.5007	21.4555	21.899	21.4769	21.1718		21.5025		21.7593
PROT_0246	25.0817	25.2514	24.9884	25.2118	25.4012	25.1249	25.1932	25.0441	25.5087	24.863	24.9178	25.2254
PROT_0247	21.1107	21.3405	21.2967	20.879	21.5997	21.4843	21.66	21.4371	20.5742	21.0395	20.9372	20.5075
PROT_0248	21.178	21.4088	20.9875	21.4638	20.7377	21.3969	21.3905	20.6501	21.0963	20.6188	20.9156	21.1744
PROT_0249	19.3555		19.9776		19.9397	19.5283	19.7884	19.9055	19.57		19.8186	19.9752
PROT_0250	23.4493	23.4468	23.0452	23.4668	23.5562	23.3166	23.6372	23.5407	22.5453	22.1078		22.4656
PROT_0251	23.6683	23.0305	23.5551	23.1746	23.1319	23.1761	23.1269	23.2144	23.307	22.9061	23.5464	23.1001
PROT_0252	26.4654	26.3095	25.9855	26.221	26.3624	26.1679	26.0147	26.115	26.2955	26.0036	25.8044	25.9839
PROT_0253	21.0298	21.5865	21.2541	21.4207	21.195	21.7524	21.3844	20.987	21.8537	21.1711	21.7157	21.0916
PROT_0254	20.1173		20.0	19.6969			20.2817	20.1151	19.4901	20.2881	20.0525	19.8269
PROT_0255	22.1411	22.3287	22.2848	22.1381	22.1227	22.4906	22.1337	22.2636	22.6003	22.4289	22.2235	22.3394
PROT_0256	24.3013	24.3592	24.4025	24.211	24.5774	24.5612	24.7492	24.154	24.517	24.3106	24.2818	24.5814
PROT_0257		18.9634			19.3402	19.8855	18.9165	19.5913	19.2379		19.6809	
PROT_0258	25.3961	25.2021	25.5282	25.3217	25.4097	25.283	25.241	25.314	25.5842	25.0685	25.0882	25.4528
PROT_0259	23.7528	23.7232	23.6752	23.6144	23.6054	23.4357	23.3619	23.2135	23.6637	23.8135	23.477	23.5201
PROT_0260	23.2494	23.7592	23.684	23.7751	23.7131	23.4415	23.5408	23.3523	23.5663	23.1622	23.4938	23.4272
PROT_0261		24.1434	24.1883	24.3159	24.6016	23.931	24.4499	24.0112	24.5212	24.1564	24.4135	24.1793
PROT_0262	21.2518		20.8023	21.2109	20.9659	21.0655	20.9116	20.9142	21.2127	20.8147	21.0137	20.5352
PROT_0263	21.1775	21.3293	21.2566	20.9823	20.8055	21.0786	21.1593	20.4859		20.6959	20.7356	20.772
PROT_0264	27.3168	27.1439	27.1565	27.0794	27.353	27.7986	27.4573	27.3046	27.5981	27.3537	27.4144	27.2477
PROT_0265	22.5648	22.1544	22.3512	22.4488	22.1707	22.0159	22.0477	22.1902	22.8882	22.5488	22.1985	22.4805
PROT_0266	25.994	26.078	26.2851	26.1465	26.2678	26.3358		26.2652	26.3298	26.0076	26.4377	26.3059
PROT_0267	23.0808	22.6118	22.8855	22.7166	22.4303	22.5675	22.4423	22.5612	21.9278	21.8271	22.1359	22.0091
PROT_0268	18.7111	19.5387	18.3967		18.3126	18.6951	18.9629			19.3394	19.223	
PROT_0269	21.9578	21.9293	21.9634	21.5714	22.0324	22.3825	22.2235	22.0621	21.863	21.9579		21.5584
PROT_0270	22.4795	22.6212	22.7822	23.1048	22.2581	22.7721	23.0118		23.0777	22.5843	22.8321	22.6269
PROT_0271	21.6763	21.807	21.6864	22.1034	22.1232	22.4753	22.2256	22.0736	22.2986	22.1507	22.4384	22.064
PROT_0272	24.6378	24.5853	24.5627	24.7067	24.8804	25.0207	24.8144	24.9972	24.6246	24.8092	24.7461	25.0198
PROT_0273	23.2668	23.7337	23.4486	23.4844	23.4923	23.8773	22.9903	23.1667	23.5827	23.3999	23.3698	23.2067
PROT_0274	24.1123	24.2115	24.1231	24.2489	24.0785	24.0892	24.2522	24.0881	24.3985	23.8864	24.3607	23.9182
PROT_0275	25.0796	24.7555	24.9795	24.8396	25.0967	25.0034	24.9914	24.8767	25.1263	24.7048	25.1613	25.0863
PROT_0276	23.1621	23.3335	23.2339	23.4198	23.6452	23.5797	23.4629	23.3339	23.3979	23.3942	23.5044	23.1728
PROT_0277	25.9388	25.942	26.1803	25.9781	26.2445	25.8663	25.9041	25.9855	25.9205	25.7951	25.9702	25.9568
PROT_0278	23.6492	23.5386	23.8889	23.9153	23.8497	23.8669	24.0161	23.9658	24.0145	23.5792	23.5911	23.474
PROT_0279	22.2527	22.6671	22.4528	22.6105	22.7672	22.4254	22.5996	22.273	22.5091	22.3789	22.6553	22.9723
PROT_0280	20.8581	20.8241	20.3896	21.2516	20.2808	20.8528	20.3843	20.2097	20.8097	20.177	20.4682	20.8845
PROT_0281	26.9115	26.7714	26.9369		27.1973	26.7384	26.4369	26.5154	26.908	26.9993	26.7581	26.7985
PROT_0282	25.319	25.7463	25.8042	25.633	25.2601	25.7237	25.4398	25.5649	25.754	25.1292	25.3953	25.3873
PROT_0283	22.2215	22.1584	22.3554	22.609	22.6739	22.7896	22.4865	22.5583	22.3769	22.2459	22.1958	22.2801
PROT_0284	23.0339	23.0607	23.3416	22.9236	23.1239	23.0436	23.078	23.0503	22.954	22.5952	23.1006	22.9268
PROT_0285	21.4714		21.5094	21.1224	21.1569	21.1075	21.1705	20.3641	21.5709	21.2239	21.7454	21.2174
PROT_0286	21.559	21.5923	21.2739	21.4149	21.7061	21.2148	21.6223	21.264	21.4727	21.5869	21.6742	21.3291
PROT_0287	20.5165	20.2166	20.3643	20.4783	20.8531	20.3986	20.4451	19.3552	20.1029	20.3571	20.3881	20.3381
PROT_0288		20.8898	20.7351	20.8974	20.392	21.1768	21.0948	20.9354	20.9859	20.8503	21.0517	20.5574
PROT_0289	21.9573	21.861	21.8285	21.7013	21.7115	21.3714	21.5664	21.813	21.397	21.841	21.9274	22.0059
PROT_0290	24.4244	24.234	24.2854	24.1322	24.5818	24.2352	24.3415	24.0848	24.058	24.2096	23.8924	24.294
PROT_0291		19.2516	18.8265	20.4314	20.7373		20.3344	20.2583		20.0286	19.9314	
PROT_0292	22.8259	22.7463	22.5567	22.5489	22.6542	22.7464	22.3133	22.2507	23.2084	22.9621	22.5266	22.8882
PROT_0293	21.3397	21.3168	22.0926	21.333	21.8774	21.4777	21.5127	21.3152	21.5105	21.1398	21.6992	21.5076
PROT_0294	22.3751	22.2985	21.9332	22.3529	22.1425	22.1205	21.9577	21.9897	21.7243	21.9558	22.1047	22.0595
PROT_0295	27.6238	27.2792	27.6639	27.4346	27.3579	27.3295	27.453		27.3817	27.1381	27.1234	27.5008
PROT_0296	20.154	20.1907	20.8574		19.8547	20.2398	19.5646		20.2783	19.4829	19.8532	20.3955
PROT_0297	23.5971	23.5412	23.8527	23.6408	23.7623	23.6046	23.6024	23.2849		23.6093	23.8919	23.6907
PROT_0298	24.8883	24.79	24.9949	25.1566	24.9695	24.8934	24.7968	24.6443	24.9517	24.9163	25.098	25.2075
PROT_0299	21.0764	20.9491	20.9294	20.4718	20.9609	21.0467	20.9822	20.6432	20.6259	20.7289	21.0858	20.9989
PROT_0300	22.8896	22.6795	22.5752	22.6135	22.3587	22.5707	22.5452	22.8289		22.3677	22.5526	22.8729
PROT_0301	24.5181	24.6309	24.8442	24.4316	24.3076	24.2461	24.5579	24.3053	24.4563	24.4336		24.8695
PROT_0302	24.6871	24.6729	24.4723	24.8269	24.6443	24.4248	23.9304	24.0231	24.2101	24.331	24.6318	24.5287
PROT_0303	20.1854	20.168	20.6741	20.666	20.5585		20.205	19.9143		20.0019	20.8266	20.1764
PROT_0304	24.3037	24.5321	24.3864	24.8147	24.6562	24.4512	24.4587	24.4506	24.3669	24.44	24.5086	24.445
PROT_0305	19.9616	19.361	19.5404	19.8437	19.8978	19.659		19.2404	19.7734		19.1161	19.0826
PROT_0306	21.0577	21.2135	21.5929	21.576	20.9305	21.4568	21.0646	21.4848	21.4387	21.6143	21.007	21.0869
PROT_0307	21.2715	21.2609	21.2113	21.4534	21.5324		21.2593	20.6374	21.5272	21.3292	20.799	21.2565
PROT_0308	21.1053	20.5194	21.3733	21.2467	20.9135	21.4781	21.1986	21.0653	21.4077	20.9973	21.918	20.953
PROT_0309	18.8223	18.5786	18.5565	18.6145		19.2069		18.7003	18.8566	19.4325	19.2377	
PROT_0310	23.2671	23.6752	23.4245	23.574	23.4035	23.3729	23.3163	23.1396	23.5822	23.7154	23.3734	23.2183
PROT_0311	30.0119	29.949	29.9492	30.1051	30.0789	30.2864	30.1156	29.8479	30.1712	30.0614	30.2017	30.0852
PROT_0312	25.5413	25.5039	25.8251	25.633	24.707	25.0744	24.6473	24.8033	24.8205	24.6378	24.6502	24.5221
PROT_0313	25.2125	25.5116	25.6299	25.6622	25.5799	25.626	25.723	25.546	25.883	25.4565	25.505	25.385
PROT_0314	24.7915	25.1195	24.8507	24.9312	25.088	25.6437	25.0194	24.8027	24.9867	24.8786	24.7373	24.9215
PROT_0315	23.216	23.2865	23.2859	23.2099	23.6933	23.5569	23.2872	23.1409	22.8457	22.7633	22.7611	23.2197
PROT_0316	25.9017	25.5394	25.7344	26.1109	25.9516	26.2398	25.8389	25.9064	26.0133	26.017	25.959	25.9106
PROT_0317	25.0086	24.5037	24.984	24.652	24.8266	24.7339	24.8658	24.7565	24.8892	24.7746	25.0914	24.7744
PROT_0318	24.2752	24.2427	24.1604	24.4605	24.4642	24.2893	24.2016	24.0756	24.4672	24.4109	24.3218	24.022
PROT_0319	18.1768		18.9766						18.5927	18.9625	18.5033	
PROT_0320	20.5766	20.0012	20.3199	19.6456	20.0687	20.3307	20.6341	20.207	20.5821	20.1107	20.6209	19.8692
PROT_0321												
PROT_0322							18.1868	17.7925			18.2057	18.6732
PROT_0323	21.1669	21.6004	21.2315	20.9533	21.2737	21.5036		21.6733	22.1711	21.0304	21.5561	21.1232
PROT_0324	21.1924	21.5055	20.9568	20.7547	21.3574	21.5675	21.5424	21.5557	21.0092	20.8573	21.7952	20.9707
PROT_0325				18.5106	18.7328			19.1914		19.1012		18.8526
PROT_0326	24.9651	25.0401	24.6159	25.0543	25.4126	25.305	25.2744	24.942	24.8437	24.6713	24.9845	25.0772
PROT_0327	23.7881	23.9407	23.8511	24.1521	24.2021	23.733	23.6056	24.0507	24.0041	23.6881	23.6952	23.973
PROT_0328	21.0213	21.5532	21.4739	21.2812	21.6577	21.8187	21.532	21.1538	21.5646	21.3187	21.3702	21.4016
PROT_0329	20.7792	20.4391	20.935	21.025	21.3736	21.1839	21.2643	20.7179	21.0627	20.8793	20.2112	20.7159
PROT_0330	23.9515	23.7259	23.9239	23.6474	23.8305	23.8652	23.6326	23.6386	24.0127	23.6711	23.6673	23.7071
PROT_0331			19.9033	19.5362	19.5611	19.0218		19.3266	19.5628		19.1029	19.6848
PROT_0332	24.0434	24.2556	24.4729	24.3609		24.2564	24.145	24.2228	24.3744	24.1291	24.0878	24.0741
PROT_0333	23.3286	23.2366	23.1689	23.1491	23.3777	23.0108	22.809		23.1621	22.6211	22.9832	23.1382
PROT_0334	19.472	19.8833		19.8587	19.4999	20.0172	19.4299	19.2382			19.3352	19.122
PROT_0335	23.5498	23.7561	23.7345	23.9187	23.7508	23.7195	23.4135	23.8655	23.3267	23.8791	23.7077	23.699
PROT_0336	25.7791	25.5799	25.5268	25.2405	25.7088	25.6047	25.1948	25.5284	25.2353	25.4801	25.7803	25.6019
PROT_0337	25.5092	25.5636	25.568	25.4179	25.4673	25.6474	25.6404	25.8193	25.6846	25.4851	25.2263	25.3259
PROT_0338	19.4188	18.5784		18.9679				19.4648		20.0021	19.665	
PROT_0339		23.1711	23.1224	22.7815	22.8718	23.1772	23.1437	22.9017	23.259	23.025	23.0294	23.5828
PROT_0340		24.4984	24.1984	24.4089	24.7315	24.4736	24.2698	24.1287	24.386	23.9257	24.5982	24.4102
PROT_0341	24.5761	24.5855	24.4843	24.4465	24.2167	24.2043	24.6724	24.2548	24.372	24.0756	24.4941	24.2566
PROT_0342		20.3963	20.0894	20.0144	20.9138	20.6834	19.992	19.7037	20.5731	19.7974	20.374	20.3756
PROT_0343	19.9613	19.6407	19.3559	20.2671	20.6197		19.3698	19.7656	19.6429		20.015	19.3683
PROT_0344	22.9792	22.7846	23.4468	23.0286	22.8264	22.6081	23.0031	22.8613	22.8467	22.956	22.7268	23.2018
PROT_0345	22.8657	22.8535	23.5779	23.1817	23.3472	23.0533	23.2525	23.5055	22.8706	22.9548	23.0468	22.8361
PROT_0346	22.8783	22.3683	22.4624	23.3311	22.5377	22.9109	22.4094	22.6027	22.5922	22.5042	22.5109	22.3049
PROT_0347	21.5599	21.5394	21.6946	21.8915	21.8222	21.2859	21.0262	21.9777	21.7871	21.3454	21.0518	21.02
PROT_0348		19.6329		19.1112	18.959	19.4581		19.6503	19.6597	19.6931	20.1833	19.4817
PROT_0349	24.6866		24.6846	24.3313	23.8381	24.0889	23.7222	23.9842	24.5927	24.4993	24.5114	24.4399
PROT_0350		19.4259				20.1833	20.2378	19.4882	19.8465			20.228
PROT_0351	20.2012		20.2241	20.1193	19.8714	20.3938	20.0505	19.6554	20.1914	20.1404		
PROT_0352		19.3395	19.4406	19.816		19.3084				19.5716	20.3587	19.7141
PROT_0353	21.6032	21.7158	21.7618	21.5941		21.3004	21.4842	22.0114	22.2458	22.1281	21.8585	21.9128
PROT_0354	26.2576	26.1096	26.3117	26.1861	26.3737	26.3977	26.3206	26.0603	26.2914	26.3582	26.3274	26.026
PROT_0355	25.1059	25.2655	25.2107	25.0688	25.448	25.2015	25.2414	25.2557	25.3285	25.0956	24.8477	25.1246
PROT_0356	21.6765	22.2615	21.502	21.9557	22.119	21.3283	21.473	21.4221	22.2828	22.1379	21.8843	21.9873
PROT_0357	21.4625		21.1995	20.871	21.5544	21.8323	21.3158	21.6098	21.5198		21.6179	21.2785
PROT_0358	25.2543	25.6604	25.8944	25.4248	25.5713	25.7497	25.7267	25.8143	25.6951	25.6109	25.8045	25.6367
PROT_0359	19.9061		20.0428	20.1251	20.3959	20.0087	20.3319		20.1127	19.9817	20.3495	20.6347
PROT_0360	24.7114	24.5972	24.8103	24.9519	25.1401	24.898	24.8893	24.8823	24.625	24.4696	24.8278	24.595
PROT_0361	23.2618	23.2068	23.3476	23.4614	23.4487	23.1716	23.3915	22.7309	23.4625	22.819	23.2319	23.1866
PROT_0362	22.8584	22.7917	22.7861	22.8407	22.2976	23.0247	23.0875	23.0153	22.4376	22.8739	22.8578	22.753
PROT_0363	24.6424	24.6822	24.7369	24.805	24.7737	24.4454	24.5386	24.3179	24.3462	24.5869	24.8361	24.3214
PROT_0364	19.6766	20.0634	18.7539	19.8764	19.7003			19.127	19.4311	19.5668	19.4305	
PROT_0365	21.4605	21.5206	21.344	21.4421	20.933	21.3028	20.9372	21.1292	21.4036	21.5687	21.6772	21.5598
PROT_0366	18.7343							18.2909	18.0414			18.5376
PROT_0367	26.6654	26.5658	26.4249	26.647	26.4141	26.5089	26.5564	26.4733	26.5171	26.5236	26.499	26.5488
PROT_0368	24.0103	23.9318	23.4604	23.748	23.5895	23.6979		23.3423	23.5489	23.4283	23.5367	23.6729
PROT_0369	21.2126	21.0652	20.8339	21.2252	21.6018	21.134	21.1628	20.8625	21.0827	20.8647	20.7775	21.4847
PROT_0370	27.0842	27.0057	26.9608	27.0366	26.9425	26.9787	27.1007	26.8413	27.0123	27.0015	27.0679	27.2881
PROT_0371	23.5896	23.2336	23.475	23.2888	23.3259	23.1107	23.2121	23.3247	23.4128	23.4533	23.3436	23.6284
PROT_0372	25.2716	24.9843	24.9984	25.0863	25.1338	24.8877	25.3229	25.3059	24.9509	25.056	24.829	25.0868
PROT_0373	18.78				17.7801			18.3645	18.5148	18.6658		
PROT_0374	21.8273	21.4289	22.013	21.783	21.6036	21.9879	21.741	21.8529	21.3375	22.056	21.1775	21.2921
PROT_0375	20.7685	20.0877	21.208	20.7893	20.7065	20.6802	21.0011	20.932		20.5191		20.7105
PROT_0376	25.8485	26.2095	26.0164	25.9175	26.1201	26.0134	26.1971	25.9637	25.9703		26.1045	25.9285
PROT_0377	25.1409	24.7745	24.9298	24.8804	25.1857	25.2433	25.135	24.8773	25.2044	25.0774	24.9669	24.9897
PROT_0378	24.1225	24.3491	24.2161	23.8497	23.9764	24.3069	24.0664	24.0776	24.1128	24.0317	24.1061	24.3876
PROT_0379	20.6812	21.1419	21.0237	20.7811	20.3255	20.6678	21.2655		20.3719	19.5096	21.5053	20.5434
PROT_0380	26.4404	26.4413	26.4473	26.5822	26.9741	26.6207	26.3988	26.4444	26.5507		26.457	26.2842
PROT_0381		19.2096	18.7394	19.0925			19.1791		18.9001	19.3041	19.2286	19.5891
PROT_0382	20.5444	20.4303	20.5603	20.2501	20.5733	21.0078	20.0682	20.7799	20.6492	21.172	20.7242	20.4346
PROT_0383	21.9279	22.0548	22.3175	21.5232	21.9166	22.1458	21.6132	22.2526	21.9489	21.6704	21.9152	21.8608
PROT_0384	21.6348	21.8474	22.1109	22.1153	22.1669	22.4051	21.9576	22.4864	22.2543	21.7793	22.026	21.5161
PROT_0385	25.1597	25.7304	25.3095	25.5225	25.684	25.4739	25.5788	25.1068	24.9843	24.8607	24.9992	24.823
PROT_0386	22.6955	22.8619	22.8853	22.8239	22.9411	22.8958	22.8624	23.167	22.8415	22.7581	22.527	22.9657
PROT_0387	26.2314	26.1592	26.1937	26.2646	26.1858	26.4797	26.3606	26.5119	26.384	26.3043	26.2196	26.2978
PROT_0388	19.5914		19.2366	19.4005	19.1577	19.2469	19.8649		19.574			
PROT_0389	22.5714	22.4708	22.6984	22.6221	22.376	22.3942	22.7727	22.2322	22.5096	22.2192	22.626	22.3467
PROT_0390	26.7204	26.7352	26.8953	26.6052	27.3719	27.4951	27.3675	27.3561	26.08		25.8992	25.824
PROT_0391	20.4347	20.0209	20.5708	20.6986	20.0476	20.7777	20.2566	20.5858		20.3458	20.2888	20.0054
PROT_0392	21.3295	21.5945	21.5641	21.1098	22.01	22.0562	21.6611	21.4726	21.8079	21.4638	21.182	21.802
PROT_0393	21.0897	20.674	21.1041	20.5504	20.5889	20.4348	21.308		20.9359	21.2175	20.2158	20.9647
PROT_0394	26.0352	26.113	25.7498	25.9775	26.1371	25.8582	25.9032		26.3428	25.6944	26.2001	26.1012
PROT_0395	25.5214	25.1856	24.6556	24.9273	25.4417	24.9738	25.208	25.0876	25.1269	25.0948	25.0365	25.0647
PROT_0396	19.1005					18.4725		18.412		18.6864		
PROT_0397	20.7947	20.9309	21.0152	21.0503	20.7782	21.1558		20.3347	21.1596	20.6422	20.7238	21.1801
PROT_0398	25.0163	25.0338	24.7599	25.3763	25.4462	25.2848	25.2792	24.9467	25.1117	25.0707	25.0268	25.0427
PROT_0399	24.8424	24.6353	24.8608	24.8871	24.6819	25.0611	24.7059	24.5593	24.7617	24.5376	24.8478	
PROT_0400	30.4706	30.3788	30.3359	30.1603	30.2224	30.5159	30.2006	30.3693	30.3746	30.4577		30.1433
PROT_0401	24.7225	24.4054	24.6563	24.6903	24.6932	24.6815	24.6287	24.4724	25.0493	24.7096	24.806	24.4921
PROT_0402	22.473	22.0044	22.631	22.424	22.615	22.5929	22.8266	22.71	22.7188	22.877	22.5387	22.3623
PROT_0403	24.3132		24.4081	24.3341	24.5622	24.4349	24.3449	24.3421	24.5639	24.1974	24.5572	24.5913
PROT_0404	24.677	24.7687		24.979	24.8442	24.9164	24.9645	24.7784	24.9317	24.6228	24.3909	24.868
PROT_0405	21.4768	20.6479	20.6805	20.5533		20.8651	20.5032	20.6726	20.9267	20.264		20.5861
PROT_0406	21.9808	22.0481	22.1255	22.1025	21.9422	21.7889	21.5503	21.7614	22.3587	22.2427	22.1622	21.8655
PROT_0407	21.1489	21.4328	21.2314	21.219		20.9093	21.3133	20.6719	21.1153	20.9238	20.6824	20.9845
PROT_0408	20.5545	19.7843	20.1216	20.9488	20.6821	20.4488	20.1478	20.5998	20.6349	20.5504	20.5414	20.613
PROT_0409	26.3545	26.2221	26.5762	26.1779	26.2827	26.5608	26.2372	26.3583	26.4381	26.1449	26.0193	26.0079
PROT_0410	19.2602	19.3109	19.507	19.732	19.9463	19.5433		19.4914	19.9524	19.8238	19.9137	19.5563
PROT_0411	22.5724	22.3971	22.1891	22.5321	22.5509	22.728	22.4648	22.7288	22.4523	22.7172	22.8016	22.3863
PROT_0412	22.8291	23.0723	22.5776	22.7664	22.5388		22.8832	22.6869	22.853	23.0264	22.6981	22.9238
PROT_0413		19.1627	19.6563	19.6483	19.8772	19.0438		18.7776	19.4752	19.1144	18.6039	19.4663
PROT_0414	23.1746	23.43	23.4184	23.4176	23.0896	23.0293	23.1255	23.3238	23.2744	23.0647	23.0834	23.1744
PROT_0415	23.67	23.2509	23.154	23.7456	23.6696	23.5209	23.5047	23.249	23.2427	23.2284	23.6736	23.4794
PROT_0416	23.2792	23.3238	23.2306	23.1261	23.5844	23.4536	23.4272	23.5324	23.4786	23.2645	23.3394	23.464
PROT_0417	22.257	22.3705	22.4858	22.2542	22.3676	21.975	22.457	22.0682	22.4298	21.6628	22.4314	22.3419
PROT_0418	26.143	26.2949	25.9961	26.0276	26.1755	26.0403	26.0459	25.8657	26.1423	25.8725	26.2167	26.0508
PROT_0419	24.0411	23.8054	23.5597	23.5947	23.8509	23.5831	23.8585	24.0633	23.8233	23.673	23.712	23.5653
PROT_0420	29.9208	30.0237	29.8172	29.6127	29.9234	29.6091	29.6306	29.7204	29.8468	29.7875	30.003	30.0306
PROT_0421	27.436	27.5259	27.6413	27.5532	27.8103	27.8902	27.578	27.8627	27.7753	27.6344	27.766	27.5724
PROT_0422	26.5197	26.1744	26.3927	26.4861	26.4772	26.2956	26.3155	26.3374	26.6959	26.2763	26.2236	26.3657
PROT_0423	21.6605	21.6019	21.4772	21.5981	21.1701	21.612	21.42	21.3134	20.5786	20.948	21.1204	20.955
PROT_0424	21.1191	20.956	20.9457	21.1177	21.2854	20.1896	20.6518	20.3737	21.3411	21.1144	20.8165	20.6799
PROT_0425	24.9877	24.9885	25.0106	25.0355	24.9728	24.8734	24.7068	24.8034	25.1563	24.9381	24.7478	24.9491
PROT_0426	26.4017	26.3547	26.3981	26.3979	26.8962	26.8931	27.0563	26.7241	26.9209		27.4196	26.7697
PROT_0427	23.4439	23.0276	23.3034	23.3042	23.1758		23.2171	23.1019	22.9026	23.2826	22.9176	23.2685
PROT_0428	22.0389	22.3127	22.3541	22.043	22.2389	22.8602	22.3933	21.8604	22.2103	21.9911	22.1036	22.4802
PROT_0429	22.7765	22.7523	22.1483	22.7019	22.5576	22.4972	22.3409	22.1123	22.2599	22.1347	22.6791	22.411
PROT_0430	22.4894	22.9128	22.4545	22.523	22.8583	22.692	22.6111	22.7603	22.7241	22.4765	22.8951	23.1067
PROT_0431	22.3626	22.7068	22.4387	22.0831	22.9243	22.6939	22.2653	22.3275		22.23	22.1185	22.509
PROT_0432	20.0026	19.4412	20.2961	20.2447		19.9505	20.1496	19.9697	20.0756		20.113	20.0927
PROT_0433	22.6722	22.2986	22.6423	22.5359	22.7168	22.8846	22.9978	22.7639	22.7119	22.7551		22.6991
PROT_0434	21.7628	21.5975	21.7439	22.0263	22.3095	21.6663	21.8662	21.3161		21.5032	22.2483	22.1245
PROT_0435	21.6863	21.6495	21.5617	21.3367	22.0188	22.2856	22.0104	21.2684	21.8396	21.1661	21.2853	21.7581
PROT_0436	22.1377	21.2845	21.6397	21.5238	21.5653	21.4831	21.557	21.2328	21.7591	21.7298	21.3698	21.564
PROT_0437	26.269	26.2118	26.2303	26.3563	26.4137	26.4664	26.1684	26.4307	26.0397	26.1235	26.3276	26.362
PROT_0438	26.0883	26.0699	25.8452	26.1087	26.0134	25.8938	25.8804	25.7898	25.8153	25.8073	25.8352	25.78
PROT_0439	20.2532	19.8507	20.6895	20.4281	19.5569	19.9697	20.6546		20.3012		20.5031	20.1589
PROT_0440	21.9094	21.7346	22.2717	22.207	22.2843	22.1793	22.6024	22.2661	22.6418	22.2541	22.1433	22.0852
PROT_0441	22.5628	22.8405	22.593	23.0041	23.0391	23.0732	22.9764	22.615	22.7335	23.0675	22.8798	23.0236
PROT_0442	25.8479	25.7665	25.9292	25.665	25.8908	26.0648	25.7464	25.819	26.1101	25.8726	26.0914	25.7401
PROT_0443	23.2371	23.1174	23.2883	23.4263	22.8407	23.2514	22.9625	23.3281	23.3484	23.486	23.3747	22.9295
PROT_0444	25.3222	25.3414	25.2307	25.3619	24.9527	25.2217	24.906	25.3956	25.5049	25.1162	25.2092	25.2072
PROT_0445	26.2655	26.217	26.4007	26.0218	26.3634	26.2157	25.993	25.9388	26.3265	25.9161	26.2724	
PROT_0446	22.4131	22.3772	22.1583	21.9792	22.2856	21.8814	22.1679	21.8003	23.1185	21.9391	22.1698	22.4282
PROT_0447	21.5598	21.4408	20.9197	21.2163	21.2714	21.1248	21.0763	21.1973	21.1692	20.7278	21.3424	21.2956
PROT_0448	23.886	23.6274	23.8734	23.867	23.9301	24.0229	23.6872	23.927	23.9561	23.5413	23.2268	23.8157
PROT_0449	22.1148	22.2926	22.2003	22.0079	22.3017	22.7005	22.676	21.9613	22.4521	21.9141	21.8856	22.3059
PROT_0450	23.1625	23.1901	23.0633	22.9887	22.9914	22.6824	22.9545	22.6357	22.5776	22.8698	22.6134	22.6807
PROT_0451	26.7501	26.351	26.6138	26.6332	26.4655	26.5612	26.5627	26.5795	26.6009	26.2348	26.4147	26.7593
PROT_0452	21.7549	21.6632	21.8826	21.5172	21.7348	21.6511	21.8446	22.0329	21.7498	21.3729	21.5576	21.5095
PROT_0453	24.7415	25.2195	24.9015	25.1256	25.3979	24.9465			24.9043	24.9005	24.8604	24.9368
PROT_0454	23.5959	23.4591	23.2688	23.1875	23.8344	23.6179	23.5338	23.3202	23.9653	23.3573	23.8428	23.32
PROT_0455	25.0694	25.1596	24.7911	25.1265	25.0577	24.9036	24.6164	24.777	25.0189	24.8911	24.651	24.9711
