protein_id	WT1_t1	WT1_t2	HetEd1_t1	HetEd1_t2	HomEd1_t1	HomEd1_t2	HetRev1_t1	HetRev1_t2	HomRev1_t1	HomRev1_t2	WT2_t1	WT2_t2	HetEd2_t1	HetEd2_t2	HomEd2_t1	HomEd2_t2	HetRev2_t1	HetRev2_t2	HomRev2_t1	HomRev2_t2	WT3_t1	WT3_t2	HetEd3_t1	HetEd3_t2	HomEd3_t1	HomEd3_t2	HetRev3_t1	HetRev3_t2	HomRev3_t1	HomRev3_t2
PROT_0266	26.1267	25.7918	26.7466	26.2546	26.3745	26.5683	26.3725	26.1331	26.3447	26.0174	25.2915	25.6337	26.2772	25.974	26.0911	26.4037	26.0841	26.3993	25.9206	26.2575	26.4568	26.2023	26.003	26.3116	26.5182	26.4076	26.8663	26.5652	26.499	26.9617
PROT_0267	22.6612	22.7062	22.514	22.5765	22.711	22.3104	22.977	22.6607	22.4659	22.8813	22.6577	22.5714	22.7742		22.5026	22.3073	22.4245	22.2233	22.9119	22.6817	22.7132	22.9155	22.6334	22.6211	22.5929	23.1712	22.4876	22.5292	21.679	21.9431
PROT_0268						19.2323		19.4127				19.2111	19.3714	18.5825		18.997	18.9306	19.8367	18.8584		18.659	19.6831	19.2883		18.9456	19.0034	18.5472	19.6686	18.6876	19.2153
PROT_0269	22.0291	22.227	22.0065	22.0771	22.1055	22.2399	22.092	22.0781	22.4588	21.8889	21.7923	21.6058	22.0688	22.19	21.9592	22.5143	22.1829	22.5453	22.0268	22.3183	21.946	21.7732	21.69	22.6141	21.9584	22.1378	22.4439		21.993	22.2291
PROT_0270	23.0724	22.6484	22.5101	22.8807	22.9047	22.6271	22.6474	22.7627	22.0757	22.5705	22.6187	22.5332	22.7181	22.8166	22.3102	22.3431	23.0406	23.1927	22.8532	22.7679	22.8806	22.5322	22.3271	22.5031	22.3652	22.8658	22.7245	21.9457	22.6442	22.8449
PROT_0271	22.0161	21.9982	22.3019	21.8215	21.8532	22.2328	21.7692	21.6278	22.0866	21.6725	22.0579	21.9157	22.1427	21.3536	22.1935	21.8968	21.8671		21.2839	22.0856	21.7146	21.8322	22.1456	22.1106	21.7493	21.9126	22.0291	21.6564	22.2319	22.2209
PROT_0272	24.724	24.7799	25.3424	25.0631	24.749	25.0199	24.9915	25.1098	24.9586	24.6529	24.4654	24.7486	25.1579	24.4234	24.9485	25.0314	24.9112	24.8069	25.161	24.834	24.9317	24.664	24.7293	25.1408	25.1954	24.6724	24.9047	24.6507		25.0109
PROT_0273	23.4963	23.4977	23.2399	23.5961	23.5025	22.8918	23.6744	23.2546	23.2685	23.422	23.2264	23.0857	22.8712	23.1881	23.2272	22.853	22.8035	23.4848	23.3782	23.2119	22.8597	23.3372	22.8838	23.5537	23.3754	23.38	23.2527	23.4045	23.1869	23.255
PROT_0274	23.8081	24.4568	24.4579	24.5738	24.6273	24.6645	24.0939	24.5486	24.1601	24.0695	24.2996	24.5556	24.2525	24.4533	24.1368	24.1698	24.144	24.497	24.3932	24.5848	24.4236	24.1901	24.7877	25.0814		24.8965	24.5854	24.1702	24.5132	24.2062
PROT_0275	24.7128	25.0246	25.227	24.7459	25.6018		24.7192	25.0322	24.9447	24.8295	24.973	24.9994	25.0549	24.8931	25.2551	25.0948	25.3376	25.3538	24.9256	25.573	25.0354	24.8165	24.9439	25.0026	25.0753	25.439	25.4147	24.8927	25.6667	25.0727
PROT_0276	22.8439	23.197	23.213	22.9716	23.3202	23.5979	23.3718	23.1316	23.5917	22.7136	23.2792	23.7661	22.8502	23.3785	23.5406	23.0858	23.5455	23.6872	23.3648	22.9081	23.4557	22.9752	22.7642	23.5902	23.0754	23.6195	23.6304	23.391	23.3786	
PROT_0277	25.9522	25.8437	26.5238	25.7547	25.8768	25.9412	25.5682	26.0658	26.2938	26.045	25.6953	25.6846	25.9152	25.7894	26.1999	25.9995	26.0561	25.9134	25.9094	26.4554	26.0964	25.8215	26.2049	26.4543	25.9651	26.3111	26.0172	25.7975	26.5127	26.0947
PROT_0278	23.7724	24.0996	24.1774	23.7631	23.8058	23.6872	23.3983	23.7756	23.7631	23.8698	24.1712	23.7473	24.0798	23.8824	23.7015	23.6345	23.8671	23.6866	23.623	23.8085	23.8025	23.6962	23.28	23.5435	23.9579	24.1067	23.7532	24.0969	23.6365	23.6488
PROT_0279	22.6668	22.6754	22.9838	22.6471	22.7465	22.9104	22.4793	22.7131	22.8924	22.2273	22.4027	22.7191	22.3895	22.6131	22.7513	22.7621	22.4476	22.7219	22.5687	22.5439	23.1325	22.6757	22.3853	22.3885	22.1926	22.7956	22.535	22.2525	22.52	22.3813
PROT_0280	20.7927	20.571	21.05	21.443	20.4297	20.9675	20.5048	20.6128	20.5554	20.9876	20.5796		20.7363	20.1647	20.8193	20.7153	20.4711	20.3429	20.5971	20.2108	20.7125	21.1906	20.5773	20.5089	20.7737	20.7476	21.1016			20.8939
PROT_0281	26.63	26.6719	27.1115	26.6641	26.5724	26.9629	27.3859	27.4195	27.6383	27.4443	26.3559	26.8649	26.8155	26.6469	27.025	26.9272	26.5594	26.8997	26.5595	26.5984	26.9068	26.5556	26.7044	26.9978	26.9806		26.9239	26.811	26.623	26.8772
PROT_0282	25.7402	25.7407		25.7986	25.6819	25.8636	25.6086	25.9402	26.0709	25.7205	25.5287		25.8685	25.3858	25.897	25.6168	25.5445	26.2205	25.8447	25.8435	25.7354	25.8997	25.634	25.628	25.5734	25.9335	25.3172	25.506	25.3209	25.6859
PROT_0283	22.4154	22.467	23.2151	23.6636	22.6147	22.714	22.5913	22.7416	22.7313	22.8418	22.1026	22.7584	22.5807	22.4454	22.6922	22.3995	23.0062	22.996	22.3303	22.6767	23.0575	22.8382	22.6819	22.5058		22.842	22.4073	22.3243	23.101	22.7662
PROT_0284	23.316	23.1467	22.9884	23.3438	22.8246		23.1468	23.2573	23.1123	23.7054	23.2993	23.1799	23.697	22.5055	23.0975	23.6011	23.1558	22.8306	23.308	22.961	22.8584	23.2238	22.742	23.1677	23.2426	23.239	22.7815	23.0805	23.3705	22.9758
PROT_0285		20.9316	20.8322	20.8997	21.1163		21.3267	21.6777	21.6532	21.3248	21.5794	21.0748	21.3763	21.2497	21.3854	21.016	21.4139	21.841	21.1922	21.8445	21.3961	21.7024	21.323	21.449	22.3806	22.23	21.3406	21.2499	21.5885	21.2345
PROT_0286	21.2859	21.4713	21.6072	20.8855	21.3044	21.8896	21.1815	21.0949	21.462	21.4433	20.4109	19.9803	21.8558	21.1716	21.3704	21.5657	21.7925	22.0024	21.6518	21.385	21.5143	21.5998	21.0342	21.2863	21.182	21.7482	21.3018	21.1283	21.8634	21.899
PROT_0287	20.2476	20.3174	20.5866	20.5167	21.1341	20.9088	20.011	20.4901	20.7511	20.8594	20.121	20.9985	20.4652	19.5569	20.2587	20.4721	20.1927	20.7249	20.1867	20.076		20.3462	20.2205	20.3671	20.4211	20.4426	20.0905	20.522	20.4523	20.7219
PROT_0288	21.0843	21.4861	21.2813		20.8469	20.8955	21.3297	21.39	20.4271	21.2836	20.7889	20.8191	20.4878	20.8121		20.754	21.3038	21.1713	21.1558	21.3403	21.1456	20.857	20.8965	20.8871	21.1119	21.4002	21.1475	20.5544	20.6849	20.8528
PROT_0289	22.1439	22.0997	21.9146	22.0132	21.8882	21.7079	22.4601	21.8638	21.938	21.9763	21.9817	22.1068	22.2471	21.6632	21.7133	21.5933	21.1281	22.2079	22.3159	21.9931	21.9747	22.3124	21.7847	21.3966	22.1262	22.2685	21.9809	21.7651	21.9092	22.2181
PROT_0290	24.148	24.354	24.1139	23.9295	24.5708	23.9534	24.0487	24.2154	24.0297	23.9924	24.1825	24.2107	24.0748	24.0356	24.1495	24.231	23.9291	24.0546	24.1804	24.0683	24.0755	24.2564	24.0909	24.3397	24.2788	24.2781	24.6105		24.4273	24.1417
PROT_0291		19.5281		19.6474	20.5886	19.3819				19.4101		19.4432	20.1544	19.7324	19.1496	19.6781		19.9494	20.2769	20.1179	19.3956	20.221	20.1566	19.6901	20.2732	19.7884	19.0589	19.7223	19.6068	
PROT_0292	22.2405	22.8032	22.8182	22.462	22.9483	22.857	22.8087	22.733	22.8092	22.6846	22.5297	22.4309	22.6805	22.9515	22.332	23.1023	22.8845	22.7731	22.7811	22.3647	22.4876	22.4903	22.7406	22.9551	22.8841	22.6151	22.6718	22.7394	22.9403	22.9644
PROT_0293	20.9585		21.068	21.2165		21.1045	21.3934	21.6672	21.2053	21.8845	21.5783	21.1451	21.3068	21.1253		21.3798		21.0555	21.3416	21.5613	21.2618	21.7094	20.7745	21.6305	21.3862	21.9475	21.7139	21.3189		21.1803
PROT_0294	22.2519	21.9324	22.3727	22.1723	22.32	22.2982		21.7857	22.3384	22.3858	22.0351	22.1107	21.8207	21.1083	22.2704	22.2617	22.035	22.3526	21.8116		23.8208	22.963	21.73	22.0014	22.3448	21.8579	22.5408	22.3887	21.935	22.5315
PROT_0295	27.3014	27.2179	27.2783	27.1822	27.6551	27.1323	27.2519	27.4226	27.3447	27.2889	27.1522	27.1468	27.4121	27.5729	27.1768	27.2367	27.1069	27.4451	27.5011	27.7981	27.5709		27.0045	27.4	27.4296	27.252		27.5199	27.4894	27.2738
PROT_0296	20.1603	20.4195	20.3229	20.2019	19.7017		19.468		20.2875	20.4089	20.4114	20.3068	20.0101			19.6606	19.8589	20.1301	19.8082	20.0238	20.3861		19.7961			20.0691		20.3491		19.6793
PROT_0297	23.6076	23.4874	23.2449	23.4388	23.8029		23.1945	23.3957	23.3221	24.0249	23.3373	23.7725	23.52	23.1172	23.1707	23.319	23.4788	23.7595	23.5888		23.5466	23.3639	23.4512	23.8014		23.4467	23.6158	23.3098	23.5446	23.5902
PROT_0298	25.3084	24.7605	24.9235	25.2609	25.057	25.1007	24.9391	24.9218	25.0709	25.0882	24.5791	25.2601	25.1127	25.0097	25.2286	25.2724	25.1425	25.0834	25.1123	25.0795	24.9144		24.6734	24.9248	25.2603	25.4454	25.1788	24.7816	24.8871	25.0997
PROT_0299	20.8288		20.7246	21.0205		20.6423	20.6459	21.5242	21.057	21.3041	21.1684		21.0052	20.7568	20.3648	21.4107	20.4567	20.8946	20.7886	21.4268	20.8446	20.4544	20.9782		21.0356	21.3196	21.3543	20.7813	21.0584	20.7452
PROT_0300	22.7485	22.5484	22.7674	22.7156	22.782	22.5191	22.4396	22.4216	23.2428	22.6462	22.4947	22.8065	22.7471	22.9155	22.2377	22.2516	22.5673	23.1642		22.2232	22.833	22.5926	22.4733	22.6951		22.0032	22.7227	22.3506	22.6673	22.6838
PROT_0301	24.5192	24.3136	24.5497		24.6929	24.5017	24.8346	24.8087	24.4503	24.772	24.4623	24.6115	24.7499	24.4269	24.5336	24.6804	24.4433	24.4441	24.3018	24.5862	24.2398	24.6068	24.386	24.6156		24.7909	24.5453	24.4914	24.5469	24.1854
PROT_0302	24.4006	24.2009	24.6542	24.3798	24.4743	24.6907	24.4582	24.1428	24.4498	24.4146	24.116	24.4687	24.189	24.3648	24.1102	24.1063	24.3737	24.1475	24.6163	24.6072	24.207	24.5223	24.1078	24.2104	24.3576	24.1542	24.5153	24.5429	24.5046	24.5617
PROT_0303	21.2568	20.2203	20.2975	20.8878	21.1335	20.5812		20.8175	20.2327	20.8023	20.57	20.048	21.0976	20.5579	21.0228	20.8418	20.839	20.046	20.4836	21.1656	21.046	20.4614	20.4377	20.1278	20.4658	21.0446	20.2983	20.344	20.4913	20.6967
PROT_0304	24.032		24.9688	24.3876	24.4345	24.6297	24.2424	24.1698	24.7788	24.7037	24.5021	24.7889	24.7461	24.4723	24.5673	24.2473	24.4789	24.5814	24.5209	24.0546	24.5257	24.2363	24.6628	24.5648	24.9114	24.6858	24.7122	24.1671	24.5874	24.6074
PROT_0305		20.0334			20.0344	19.7662			19.4511	19.1186	19.1907	20.0624	19.15	19.7114		19.4591	20.0139	20.0695	19.093	19.4806	19.5478	19.1453	19.6692	19.4666		19.8185	19.5981	18.7409		
PROT_0306	20.8914	20.9237	21.1919	21.1211	21.0908	21.5583	20.8765	21.3137	21.2064	20.8373	21.2778	21.7961	21.2743	21.2508	21.3116	20.5857	21.2424	21.0646	21.4616	20.6753	21.4437	21.2098	21.1348			21.3018	21.6096	20.8919	21.0181	20.9747
PROT_0307	21.1134	20.8363	20.7118	21.0378	20.4377	20.5359	20.8667	20.6998	21.317	21.2913	20.9553	20.6783	20.8878	20.8656		20.9776	20.5869	19.7834	20.7722	20.6595	20.7672	20.7585	20.6724	21.1307	21.6005	20.7663	20.1324	20.5486	20.7064	20.9799
PROT_0308	21.092	21.2336	20.9114	21.2225	20.7158	21.2624	21.2933	21.2875	21.1555	21.3012	20.6296	21.8985	20.9557	21.1168	21.3613	21.6014	21.1259	21.3522			21.4145	21.8237	21.0052	21.4766	21.3957	21.3187	21.3653	20.9425	21.1413	21.8131
PROT_0309		18.5576	18.7932	18.899	18.6251	19.4885	17.9338		17.7944	18.6599	18.7938	18.5053	19.1131	18.7896	19.3326	19.1568	19.2803			18.3621	19.7406	18.3078	18.9273	17.931		20.0874	19.2398			18.8137
PROT_0310	23.6501	23.2448	23.8298	23.3881	23.6461	23.8047	23.7126	23.4855	23.6199	23.9219	23.1862	23.7568	23.4879	23.3047	23.9363	23.1397	23.486	23.5738	23.8669	23.5093	23.673	24.0073	23.629	23.6917	23.7679	23.9795	23.9025	23.6875		23.1663
PROT_0311	29.9706	30.1175	30.0882	30.0942	30.3607	30.0529	29.9661	30.2753	29.8584	30.177	30.0565	29.8017	30.0699	30.2056	29.7976	29.9852	30.2364	29.9797	30.0626	30.1259	29.9566	29.9965	30.0327	30.2397	30.1371	30.2579		30.2209	30.1333	29.9526
PROT_0312	24.4575	24.7876	25.0191	24.6963	24.841	24.6235	24.4685	24.8517	24.9626	24.6183	24.6495	24.6875	24.613	24.7658	24.8638	25.0484	24.8136	25.2322	24.6743	24.9493	24.8458	24.3826	24.5422	24.8049		24.8828	24.5821	24.9667	24.8508	25.0424
PROT_0313	25.9708	25.4577	25.4707	25.5473	25.6191	25.3895	25.512	25.2966	25.5328	25.5784	25.2688	25.3541		25.2723	25.331	25.5289	25.1999	25.695	25.6239	25.4884	25.6605	25.6118	25.1286	25.2834	25.9073	25.2952	25.5519	25.9474	25.0749	24.9793
PROT_0314	24.6915	24.4755	24.8408	25.2922	25.1576	25.0332	24.863	24.7852	25.2106	24.833	24.9231	24.7158	24.8075	24.9611	24.7628	25.164	24.8533	25.0505	25.0246	25.1185	25.2866	24.9917	24.6086	25.0063	24.8704	24.8431	24.8182	24.704	24.6513	24.9245
PROT_0315	23.2093	23.2772	23.1338	23.5744		23.1982	22.7234	23.4592	23.4223		23.0142	23.1962	23.4756	22.7329	22.5032	22.5827	23.5868		23.4147	23.0608	23.1909	23.8727	23.2167	23.4534	23.0925	23.2688	23.0155	23.3504	23.6203	23.7717
PROT_0316	25.998	25.8915	25.9694	25.884	26.0025	26.436	26.1538	26.1517	26.1462	25.9657	26.0778	26.0266	26.1491	25.8588	26.0739	26.04	26.1146	26.3448	26.3583	25.9394	26.0501	25.9999	25.7561	26.2136	25.7884	26.01	26.3304	26.0131	25.7428	26.3736
PROT_0317	24.6067	24.6556	25.0327	25.0292	24.8522	25.0782	25.3749	24.8878	24.8268	24.8432	24.8034	24.7234	25.0084	24.6296	24.9624	24.8145	24.62	24.8982	24.9897	24.712	24.7785	24.7895	24.6443	25.0577	25.0892	24.9705	24.9557	25.0436	24.7782	24.8854
PROT_0318	24.3181	24.0263	24.01	23.9915	24.366	24.162	24.0316	24.5961	24.2949	24.362	23.8491	24.2289	24.4182	23.9972	23.7944		24.4536	23.8609	24.0069	24.3562	24.3623	24.1032	24.2459	24.1213	24.3025	24.2773	24.2536	24.3308	24.0982	24.0997
PROT_0319	18.7053		18.813		18.1129	17.8208							17.8694	18.3789	18.6546		18.4723	18.0579	18.1383	18.5644		17.9746		18.8466		18.5185			18.6545	
PROT_0320	19.7273		19.6421	19.896	20.47	20.6388	20.2312		20.1718	20.4887	19.8824	20.379		20.5979	20.188		20.1535	20.4735	20.1862	20.5763	20.0893	20.4282	19.4723	19.9827	20.1218	20.3704	19.8859	20.0162	20.6118	19.4389
PROT_0321		17.215																												18.6448
PROT_0322		18.8571						18.6195			19.298		18.8646			18.3607	18.6066		18.6693	18.4083	18.7903	19.4603	18.6753					18.8286	18.8828	
PROT_0323	21.5377	21.5306		21.3683	21.5352	21.5029	20.8806	21.6536	21.6545	21.402		21.0615	21.5488	22.2016	21.1496	21.5534	21.9125		21.3758	21.8672	21.6538	21.7121	21.5928	21.682	21.2553	22.1437		21.0949	21.5226	21.7749
PROT_0324	20.8632	21.1319	21.622	21.1018	21.5085	20.9888	20.8565		21.3232	21.2767	20.9604	21.5972	21.1468	21.0942	21.3237	21.2473		21.3966	21.1579	21.1008	21.537	21.0937	20.5373	21.3566	20.779	21.2764	21.2148		21.1175	21.1574
PROT_0325	19.1369		18.8885	19.1005	19.8998	18.6748	19.0767	19.3248	19.4517	19.0382	19.7195	20.3723	19.3847	19.1446	19.6948		19.4944			19.9481	19.1368		19.1445				18.7427	19.1102	18.2096	19.143
PROT_0326	24.9998	24.5683	24.9271		25.0047	24.9164	24.8567	24.7069	24.7733	24.5638	24.9099	25.0258	24.9848	24.943	25.0236	24.8246	24.5265	25.1102	24.6372	24.8485	24.7793	24.6872		24.9225	25.2753	24.7654	24.9924	24.8084	24.9057	24.9709
PROT_0327	24.1403	24.0663	24.16	23.784	23.8742	23.9338	23.6784	24.0107	24.3088	23.8932	23.8097	24.081	24.2696	24.0515	23.9008	23.8731	23.9233	23.8671	23.8991	23.8569	23.8387	23.6636	23.5851	23.8795	23.9485	23.7079	24.0609	24.0067	24.259	24.2739
PROT_0328	21.6725	21.5676	21.0963	21.3403	21.7352	21.0818	21.5861	20.9247	21.5321	21.9378	20.7365	21.4281	21.6315	20.7622	21.6797	21.1713	21.1259	21.5395	21.4321	21.3258	21.3914	21.5171	21.7018	21.6261	21.2082	21.9515	21.2417	21.8594	21.2806	21.4935
PROT_0329	20.6169	21.297	21.2739	20.6753	21.144	21.0778	20.745	21.4315	21.1763	20.8737	21.1842	20.9667	21.1263	21.5886	20.9521	21.066	21.4186	21.3393	20.2012	21.4479	20.9334	20.8615	21.4185	21.0923	21.4492	21.1184		20.139	21.2684	20.9452
PROT_0330	23.833	23.8577	23.7224	23.5989	24.0713	24.2511	24.0062	24.251	24.1827	23.8001	23.5284	23.9891	23.6474	23.7845	23.8705		23.5428	24.1796	23.984	23.6794	23.8425	23.8266	23.7351	24.251	23.8351	24.2471	24.175	24.2628	23.8281	24.0948
PROT_0331			19.1985	19.7874		19.9364	19.2521	19.2818		19.8365		20.0591		19.3761		19.9344	19.2576	19.9824	19.7817	20.1266	20.3658	19.4394	20.233	19.9035	19.6105	20.2869	19.7805	20.2508	19.3345	19.9917
PROT_0332	24.3792	24.1585	24.0997	24.143	24.2721	24.3855	24.13	24.5127	24.1375	24.3363	24.2235	24.1038	24.1195	23.998	24.2955	23.9315	24.3795	23.9553	23.9107	24.2933	23.9445	23.9606	24.3386	24.2793	24.1653	24.5421	23.8328	24.0069	24.2687	23.8416
PROT_0333	23.4735	23.3656	23.028	23.4885	22.9174	23.1556	23.13	23.0837	23.2705	23.1721	23.0467	23.0451	23.3756	23.3587	23.2392	23.1892	22.922		23.4725	23.0502	22.5348	22.681	23.4434	23.7842	23.317	23.3289	23.3691	23.1921	23.2082	23.1237
PROT_0334	19.1591	19.9599		19.4241	19.4803	18.9264		19.3838		18.984		19.1818	19.6988	20.144		19.4956	19.1838			19.3774	18.7623		19.9622		19.3279			19.259	19.1428	19.6132
PROT_0335	23.2878	23.4337	23.602	23.2601	23.881	23.7752	23.5958	23.7732	23.8966	23.5317	23.2253	24.0283	23.4644	23.3058	23.6726	23.5254	23.73	23.8282	23.8097	23.5318	23.9359	23.3959	23.6059	23.5021	23.4586	23.4951	23.6791	23.3826	23.4069	23.9336
PROT_0336	25.4771	25.5883	25.7151	25.6892	25.6115	25.7351	25.5016	25.6292	25.5411	25.5378	25.5115	25.1417	25.9492	25.5206	25.8508	25.2339	25.7837	25.7679	25.5756	25.4902	25.4929	25.9066	25.4704	25.435	25.768	26.0017	25.7661	25.4528	25.6147	25.5505
PROT_0337	24.7106	25.2023	25.5525	25.6671	25.5434	25.3615	25.4177	25.3013	25.1124	25.3645	25.2574	25.4689	25.3758	25.276	25.5918	25.4386	24.9914	25.323	25.5421	25.4259	25.6985	25.3901	25.1637	25.4501	25.5323	25.6198	25.4801	25.5131	25.5119	25.6636
PROT_0338	18.8975		19.4244	19.6974	18.6155	19.5128				18.8372	19.3624			18.8401		19.169		19.1945	18.866		18.9072		19.6538	19.015	18.2576	19.1493	19.2764	18.683	19.5024	18.5244
PROT_0339	23.5893	23.6772	23.4864	23.4724	23.5579	23.6613	23.426	23.5897	23.3769	23.4635	23.1097	23.3096	23.8173	23.1589	23.2151	23.1961	23.4421	23.0773	23.5233	23.3139	23.5308	23.1999	23.48	23.7075	23.8868	23.379	23.7223	23.6698	23.4309	23.5
PROT_0340	24.2769	24.1452	24.4254	24.7169	24.598	24.3152	24.3238	24.1049	24.5731	24.0912	24.0724	24.2832	24.5718	24.1896	24.1892	24.3027	23.6473	24.416	23.7043	23.5792	24.0902	24.2575	23.9957	24.2395	24.1729	24.3612	24.1624	24.147	24.286	24.1151
PROT_0341	24.6549	24.2344	24.4285	24.7307	24.4699	24.3055	24.6421	24.3729	24.6891	24.6258	24.056	24.4611	24.2423	24.2395	24.478	24.721	24.4962	24.5515	24.5542	24.6418	24.8226	24.8293	24.5058	24.9263	24.4292	24.626	24.466	24.5635	24.682	24.5415
PROT_0342	20.7275	19.8932	20.3729	20.2673	20.6178	19.7795		20.5121	20.6682		20.4382		20.179	20.7862		20.9993	20.1516	20.281		20.0481	20.0022	20.2115	20.5813	20.0988		21.2691	19.9528	20.4913	21.1395	20.5313
PROT_0343	19.3888	19.1988		19.4138	19.7123	19.803	20.7316	19.7387	19.2863	20.1725	19.331	19.275	19.6096	19.712			20.1468	19.9671		20.0823	20.2348		19.5462	19.4065	20.1034		19.9921	19.5177		
PROT_0344	22.6285	23.259	22.833	22.8809	23.2566	23.2695	22.9601	22.869	23.303	23.3349	22.9195	23.103	22.9383	23.1124	22.8686	22.922	23.099	23.0518	23.1603	23.0669	23.6282	23.3493	22.9765	22.9482	22.9296	23.0576	23.3243	22.9347	23.411	23.424
PROT_0345	23.2307	23.2193	23.2282	23.5087	23.7566	23.4044	23.0024	23.2634	23.2989	23.6428	22.9147	23.2062	23.1104	23.26	23.4944	23.335	23.3408	23.5653	22.6364	23.4195	23.0785	23.3162	23.01	23.249	23.2532	23.4793	23.5121		23.0641	23.5275
PROT_0346	22.6191	22.7096	23.0201	22.8201	22.8868	22.6817	22.6087	22.9646	22.8572	22.5307	22.5463	22.4925	22.2946	22.4561	22.0856	22.5239	22.8677	23.1489	23.1699	23.3263	22.9645	22.8516	22.6545	22.8596	22.6396	23.0293	22.8779	22.5302	22.3642	22.6362
PROT_0347	21.1056	21.2222	20.8805	21.2043	21.2707	21.1079	21.473	21.7967	21.3855	21.442	21.2506	21.8053	21.6717	21.7481	21.0563	21.6011	21.646	21.3646	21.7387	20.8682	21.1023	21.2206	21.1609	21.3638	21.3525	21.7956	21.5853	21.7946	21.9886	20.9838
PROT_0348	19.5614	19.5991	19.6863	19.4896				19.0039	19.3772	19.3401	19.7436		19.7946	19.7079	19.2944	19.7658		20.1097	19.5591	19.1	19.9419				19.4347	19.2993		19.4564		19.7744
PROT_0349	24.5895	24.3628	24.4459	24.0335	24.3325	24.2077	24.0761	24.2249	24.5131	24.4455	24.3974	24.2075	24.1166	23.9922	24.1472	23.9058	24.1673	24.203	24.2064	24.9493	24.6683	24.4665	24.0972	24.707	24.103	24.4509	24.4586	24.481	24.5869	23.9409
PROT_0350	19.847	20.4792	20.0894		20.1569	20.4233		20.1323	19.7798	20.0973	19.7423		20.1222		20.4031	19.9338	19.8225		20.1695			19.7193	19.4367	20.1961	20.2337	20.011	20.0217	19.5741	19.6573	21.0923
PROT_0351	19.8553		19.8233	20.126		20.6059	20.8207	20.4475	20.348			20.0727	19.9461	19.8269	19.8817	19.9875	20.7045	21.0918	20.0109	20.0918	20.6834	20.1668	19.9908		20.1956		19.3115	20.1607		20.0518
PROT_0352		19.2329	19.8745		20.0497		19.6962	19.3014	20.1471	19.5006		20.0756	19.0453	19.4772	19.6166	19.2421		20.0984	19.4311	19.9755		20.2801	20.1969		19.9437	20.022	19.9002	19.4079		
PROT_0353	21.9757	21.9841	22.0521	22.0372	22.1414	22.3685	22.4169	22.3642		22.3005	22.5115	22.3186	22.0896	21.3985	22.2814	22.2657	22.1171	21.9199	22.1344	22.2918		22.0872	21.7914	21.8832	22.1276	22.182	22.3219	21.6581	21.9583	21.7806
PROT_0354	26.4471	26.3127	26.2436	26.1708	26.6704	26.026	26.3112	26.5486	26.3065	26.3212	26.2378	26.2422	26.6593	26.1787	26.282	26.4275	26.0699	26.3282	26.341	26.534	26.5414	26.302	26.1329	26.294	26.6488	26.5176	25.9764	26.1299	26.4931	26.4262
PROT_0355	25.2567	25.3743	25.1527	25.0979	24.6389	24.6376	25.6275	25.7833	25.4301	24.9768	25.0643	25.3539	25.2448	25.5612		24.9825	25.3363	25.13	24.9349	25.1943	25.3503	25.1736	25.3788	25.6966		25.3447	25.3517	25.086	25.2231	25.3563
PROT_0356	21.7819	21.6763	21.7237	21.527	22.2514	22.1238	21.8755	21.7298	21.8349	21.5874	21.5647	21.3399		21.543	21.7118	21.8511	21.7134	21.9544	21.7371	21.9215	21.6472	21.3629	21.6602	21.5149	21.3026	21.8751	21.4029	21.9612	21.6163	
PROT_0357	21.4728		21.7963	21.3473	21.5323	21.3958	21.6832	21.4712	21.4244	21.4839	21.2038	22.2207	21.6273	21.7031	21.4491	21.5024	21.3662	21.6761	21.1153	21.2442	21.3597	21.6094	21.518	21.6207	21.628	21.8276	21.4958	21.7875	21.6487	21.4229
PROT_0358	26.0046	26.0327	26.0664	25.8333	25.7779	25.6666	25.7272	25.938	25.8124	25.6784	25.6945	25.6786	25.8446	25.6267	25.8265	25.8635	25.97	26.0297	25.8033	26.0322	25.4908	25.8568	25.5516	25.6542	25.6881	25.9176	26.218	26.0246	25.6511	26.0447
PROT_0359	20.0397	20.6556	20.638	20.5691	20.3971	20.3805	20.4056	20.5993	19.9283	20.494	20.1981	20.8722	20.4513	20.5297		20.7201			19.9917	20.2119	20.9834	20.4429		20.8079		20.6011	20.3531			20.5762
PROT_0360	25.191	24.9356	25.0329	24.9087	25.1646	24.9758	25.0532	24.832	25.1988	25.0252	25.1519	24.6154	25.348	25.0855	25.0935	25.1077	24.9539	25.0726	25.1173	25.1683	24.8014	24.913	25.0013	25.2742	25.0287	25.24	25.0801	25.0399	24.7874	25.1553
PROT_0361	23.2835	23.4142		23.5222	23.5416	23.4664	23.3279	23.4028	23.2935	23.7823	23.2262	23.3181	23.2266	23.3794	23.3826	23.5903	23.5281	23.1327	23.5073	23.6744	23.6932	23.6148	23.183	23.6499	23.593	23.1535	23.3026	23.432	23.5703	23.7066
PROT_0362	22.4507	22.9324	22.9289	22.407	23.3197	23.0556	23.0387	23.2901	23.156	22.6244	22.6895	22.6699	22.7783	23.06	22.5319	22.5655	22.8984	22.948	22.6767	23.0111	22.5617	22.3991	22.9432	23.0271	22.7337	23.0515	22.9521	22.8118	22.6463	
PROT_0363	24.5236	24.4026	24.4379	24.8998	24.7594	24.5776	24.7539	25.0293	24.6201	25.0623	24.4337	24.442	24.7444	24.3666	24.44	24.8305	24.2798	24.4232	24.9369		24.5975	25.1363	24.6126	24.3825	24.959	24.9593	24.5277	24.785	24.473	24.7388
