protein_id	WT1_t1	WT1_t2	HetEd1_t1	HetEd1_t2	HomEd1_t1	HomEd1_t2	HetRev1_t1	HetRev1_t2	HomRev1_t1	HomRev1_t2	WT2_t1	WT2_t2	HetEd2_t1	HetEd2_t2	HomEd2_t1	HomEd2_t2	HetRev2_t1	HetRev2_t2	HomRev2_t1	HomRev2_t2	WT3_t1	WT3_t2	HetEd3_t1	HetEd3_t2	HomEd3_t1	HomEd3_t2	HetRev3_t1	HetRev3_t2	HomRev3_t1	HomRev3_t2	WT4_t1	WT4_t2	HetEd4_t1	HetEd4_t2	HomEd4_t1	HomEd4_t2	HetRev4_t1	HetRev4_t2	HomRev4_t1	HomRev4_t2	WT5_t1	WT5_t2	HetEd5_t1	HetEd5_t2	HomEd5_t1	HomEd5_t2	HetRev5_t1	HetRev5_t2	HomRev5_t1	HomRev5_t2
PROT_0156	22.1099	21.8591		21.7496	21.8504	22.0934	22.5094		22.2662	21.585	22.0417	21.7473	21.7921	22.0413	21.7392	21.9533	22.3796	22.1302	22.6293	21.8134	22.3362	21.7492	21.533	22.2047	22.2028		22.0797	21.8484	22.1119		22.0345		22.2438	22.4217	21.7409	21.7334	22.2355	22.1442	22.5712	22.1272	22.4458	22.4831	21.9761	21.992	21.4688	21.5299	22.5623	22.1882	22.26	21.5511
PROT_0157	24.745	24.263		24.1873	24.8953	24.5109	24.9987	24.9408	24.5142	24.9269	24.4203	24.2213	24.5529	24.4677	24.6765	24.2257	24.2608	24.4024		24.5552	24.383	24.3908	25.2327	24.7816	25.283	24.7919	24.1308	23.946	24.3647	24.7066	24.1664	24.2481	24.3174	24.4506	24.59	24.342	24.0379	23.8161	24.6129	24.9262	24.0809	24.2137	24.2016	24.0621	24.3727	24.3082	24.4443	24.6253	24.3378	24.4832
PROT_0158	24.7441	24.8013	24.5524	24.9985	24.6024	25.0361	24.8403	24.8066	25.1051	24.7762	24.9164	24.749	24.9645	24.889	24.4935	24.9218	24.9374	24.5369	24.9471	25.0303	25.0752	24.67	25.0071	24.955	24.8347	25.1151	24.8392	24.6811	24.7027		24.8148	25.0633	24.9365	24.8389	24.77	24.6155	24.9475	24.5285	24.8874	24.7134	25.3535	24.9432	24.6063	24.839	24.4103	24.8969	25.0188	24.681	25.2786	24.5334
PROT_0159	20.4596	20.5844	20.502	21.0978	20.9075	20.8712	21.1358	20.3563	20.3858	20.8492	20.1406	20.9026	20.3405	20.1247	20.5187	19.6531	20.4234	20.1885		20.5976	20.0536		20.7607	20.5887	20.1446	20.2633	19.8604	20.4375	20.0053	20.0299	20.5845	20.3424	20.3978	20.7342	20.419	20.1829	20.206	20.0096	21.2274	21.0107	20.312	20.5286	19.6559	19.9076	20.0992	19.8936	21.1601	20.0091	20.6108	
PROT_0160	26.4675	26.6003	26.7386	26.7136	26.7391	26.7612	26.8979	26.8221	27.0076	26.4913	26.4728	26.7024	26.9306	26.9558	26.9555	26.5744	26.4303	26.8623	26.5845	26.4717	26.7118	26.6857	26.7826	26.8811	26.7194	26.7132	26.4806	26.6353	26.7106	26.6812	26.4668	26.6226	26.9114	26.3765	26.632	26.5573	26.4738	26.5707	26.7264	26.5181	26.6107	26.4402	26.7863	26.8131	26.7978	26.7299	26.6273		26.7755	
PROT_0161		18.5462				17.8163					19.0279	18.8081		17.8486	17.9797	18.4435			17.2841						19.1272		17.4924		19.1726	18.1231		17.9864				17.6451					18.566	18.8049			18.1711					19.2736
PROT_0162	23.5542	23.751	23.2057	23.4066	23.7256	23.2829	23.4879	23.5673	24.1367	23.9723	23.3319	23.8406	23.3757	23.4946	23.5925	23.687	24.07	23.6137	23.4652	23.4432	23.8005	24.1849	23.6051	23.6517	23.8326	23.358	23.3967	23.5103	23.5732	23.5401	23.1044	23.2459	23.3403	23.1195	23.593	23.5063	23.2263	23.3956	22.5021	22.892	23.5607	23.6903	23.4905	23.5401	23.6602	23.5974	23.3387	23.8405	23.9185	23.7393
PROT_0163	26.9373	27.2632	26.986	26.9856	27.0885		28.1582	28.0101	27.3844	26.747	26.8248	27.0963	27.1874	27.1303	27.0949	27.0985	27.5102	27.0361	26.9292	26.9116	27.1779	27.0324	27.1374	27.1439	27.2152	27.197	27.1747	26.8598	26.8816	26.771	27.0682	27.1546	26.8457	26.8348	26.8582	27.0575	27.056	27.415	27.0558	26.7108	27.1051	27.4052	26.7939	26.942	26.8498	27.0254	27.2324	26.9983	27.1681	27.0408
PROT_0164				18.7545	18.6399	18.2328	19.3312	19.4346				18.524	19.9144						19.1785			18.4201	19.3053	19.513		19.0787			18.2666			18.0477			18.0334	18.7667		18.8739				19.1161				18.8233			18.6855	18.1729
PROT_0165	22.9674	22.2286		22.5866	22.4433	22.7064	22.6754	23.0005	22.7282	22.9017	22.9333	22.7239	22.7869	22.8897	22.6124	22.9301	22.2944	22.6693	22.5904	22.0848	22.8265	22.463	22.823	22.6527	22.6432	22.4703	22.5932	22.8386	22.8165	22.5686	22.577	22.3534	22.6937	22.7717	22.6404	22.4468	22.5319	22.8651	22.4886	22.5567	22.63	22.6429		22.5839	22.6053	22.889	22.9286	23.1896	22.6765	22.1108
PROT_0166	23.1637	23.2868	22.8628	22.9193	23.204	23.0967	23.0339	22.9344	23.4034	22.7363	23.1268	22.9518	22.9218	23.5011	23.1861	22.8837	22.6096	22.9715	23.0682	22.6698	23.0782	22.9987	23.4252	23.0675	22.5449		22.7635	22.7154	22.8468	23.2055	22.5323	22.8712	23.3326	23.0338	22.9683	23.2053	22.9759	23.0207	22.9284	23.167	23.1317	22.8745	22.9236	22.6956	22.7859	23.0563	23.1266	22.861	22.8641	22.915
PROT_0167		18.3433					17.4708	17.9101													18.1494								17.5318	17.3028									17.6155				18.7991				16.8043			
PROT_0168	23.6292	24.1302	23.9369	23.7612	23.4561	24.2261	24.053	23.5785	24.164	23.7645	24.1087	23.9366	23.9428	23.8792	23.2574	24.1484	24.1474	24.049	24.0249	23.8599	23.5022	23.6294	23.5365	23.6917	23.2994	23.9526	24.1346	23.704	23.8799	23.4157	23.7178	23.6135	23.8558	23.9754	23.7011	23.5839	23.7497	23.6747	23.5874	23.6222	23.976	24.5229	24.1941	23.6067	23.4148	23.95	24.3021	24.0016	23.7844	23.4003
PROT_0169	22.9242	22.9885	23.1122	22.9903	22.8611	22.3243	22.6006	23.1588	23.8093	23.0587	23.6973	23.4375	22.9656	23.2726	22.9806	23.288	23.6021	23.2882	22.9826	23.3886	23.383	22.8808	23.0409	22.9926	23.2976	23.0036	23.4106	22.7857	23.3713	23.2548	23.2205	23.0565	23.242	23.1977	22.8793	22.4212	23.1348	22.9641	23.3976	23.4395	22.8347	23.1123	23.5471	23.0494	23.0393	23.3226	22.7824	23.0429	23.2601	22.9541
PROT_0170	20.8734	20.4217	20.9073	20.8093		21.1322	21.0538	20.5233	20.9292	20.1764	20.1246	20.4392	19.7768	20.3142	19.7796	19.5194	19.9624	20.2664	19.5604	20.3295	20.1787	20.3298	20.1996	20.7207					20.7168	21.2613	20.31	20.2922	20.5306	20.3552	20.7401	21.2555	20.4834	20.3697	19.934	19.8909	20.4439	20.3382	20.7965	20.6381		20.5361		20.5022	20.5821	20.5129
PROT_0171	25.4631	25.1045	24.8008	25.1224	24.824		25.1656	25.2004	24.898	24.9416	24.9511	25.3457		24.6773	24.9729	25.1944	25.2022	24.7255	24.9593	25.3256	25.3461	25.2341	24.9811	25.1061	25.0671	25.0266	24.3902	24.7991	25.0286	25.218	25.2392	25.1752	25.124	25.0729	24.9999	24.9562	24.8595	25.3035	25.2202	25.2046	25.2554	25.0518	25.4223	25.2386	25.1145	25.1978	25.6375	25.0755	24.5959	24.7806
PROT_0172			18.0622			17.5883								18.5041		17.1593		17.9937																18.4117		17.833	17.8364			18.5574				19.626			18.9375			17.901
PROT_0173		17.2822				18.1169		17.567	18.2783						17.7742			18.8444													17.434	18.1166						18.5433		17.8287				18.4847				18.2356		17.7404
PROT_0174	25.8764	25.3967	25.5584	25.8506	25.9606	25.6756	25.9661	25.8123	26.1889	25.9423	25.9058	25.8776	26.0292	25.9053	25.9659	26.064	25.7048	25.8257	25.7594	25.8546	25.728	25.6411	25.7964	25.5565	25.96	25.7288	25.9273	25.6953	25.883	26.0667	25.9537	25.8241	25.6812	25.8303	26.2302	25.8051	25.9644	25.8429	25.6917	25.7571	25.9257	25.8581	25.9059	25.5717	26.1019	26.1073	25.8035	25.665	25.9027	25.8618
PROT_0175	24.0691	24.1057	23.7381	23.8395	23.6738	23.6874	23.8455	24.1181	23.8954	24.2408	23.7098	24.1566	24.0416	24.1296	24.309	24.0608	24.5062	23.9867	24.2112	24.0192	24.3747	23.4937	24.0076		24.0476	23.9138	23.9488	23.9453	23.8577	24.2104	24.3341	23.9905	24.2409	23.7702	24.4004	24.1633	23.9767	23.6978	24.1459	23.8713	23.8522	24.1085	24.0098	24.034	24.1035	23.9911	24.1015	23.8973	23.9715	24.2147
PROT_0176	20.2976	20.5579		20.4389	20.5998	20.2608	20.518	20.076	20.8715	20.4777	19.9171	20.2955	20.0893	20.5856		21.0722	19.5271			20.2515	20.4194	20.0396	20.8166		20.7454	20.528			19.8994			20.4714	20.45	20.106	20.7378	20.5482	20.6979	20.0725			20.1841	20.8525		19.8926		20.4606	20.7065		20.1554	20.0902
PROT_0177	20.78	20.8622	20.3368	20.7388	21.3002	20.5475	20.3862	20.7599	21.1256	20.481	21.6772	21.4071	21.2475	20.4817	21.0013	20.8965	21.3434	21.4292	21.3554	21.6976	20.8306	20.4321		20.7628		21.3475	20.4815	20.7682	20.7561	20.6883	20.4655	20.8148	21.2771	20.9611		20.4663	20.6493	20.8926	20.628	20.9556	21.1181	21.2692	20.7069	20.4054	20.4205	21.1654	20.8934	20.6193	21.1449	20.9183
PROT_0178	18.8025	18.1961		18.0359	18.7589		18.1492				18.4117	18.472		18.4787		19.6961	19.2902	17.387	17.3712		18.8325			18.6537					17.4964	19.0992		18.8813	18.3085	18.069	18.3302	18.8352	18.2551		18.3577								18.9888			
PROT_0179		20.1928	19.7197	19.9622	20.1402	19.8572	19.4687	20.0271		19.7965	19.7212	20.0221	19.1443		19.7897	19.9022	19.2726	20.0451		19.623	20.0127	19.7842	19.6225	20.1868	20.2451	20.3213	19.9153			19.2098	19.8914	19.6985		20.4866		19.6203		19.7856		19.6949	20.5668	20.192	19.2591			19.6596	19.7471		20.2758	
PROT_0180	19.4932	19.3814	19.2186	19.4203		19.8543	19.4508		19.5234		19.7576		18.7649	19.6166	20.1331	19.9292	20.3054		19.4864	19.4248	19.8744	19.9384	19.7174		19.6006	20.0592		19.2084			19.1154	19.433		20.3112	19.9604	19.791	19.8487	19.2771	19.7483	19.7675	20.0461	20.8521	20.0668	19.4937	20.1593		19.6049			18.7963
PROT_0181	24.8145	24.5107	24.5334	24.5019	24.7466	24.6538	24.4363	24.592	25.1102	25.3075	24.5311	24.744	24.5564	24.662	24.8821	24.9541	24.9189	24.7258	24.6063	24.4579	24.7239	24.4861		23.6606	24.5494	24.5033	24.3781	24.5063	24.5486	24.6386	24.5775	24.4459	24.5936	24.45	24.6119	24.6722		24.5947	24.6098	24.7908	24.8191	24.6141	24.8303	24.6767	24.2599	24.4623	24.8489	24.6269	24.2919	24.4803
PROT_0182	22.1913	22.1691	21.7184	21.5621	21.8075	21.6751	21.8882	21.741	21.7047	21.9635	21.5917	21.7514	22.0955	21.7227	21.8805	21.3069	22.1064	21.2849	21.7954		21.5092	21.0785	21.6403	21.9068	21.7205	21.77	21.6214	21.5568	21.921	21.6296	21.4991	21.4362	21.9274	21.6415	22.0122	21.7987	21.4491		21.8954	22.1165	21.6681	21.8863	21.7858	21.8434	21.0353	21.2853	22.3466	22.4428	21.5367	21.9587
PROT_0183	21.4399	20.6589	20.9492	21.0909	20.939		21.5348	21.0628	21.6077		21.3486	21.891	21.4572	21.2478	20.9595	21.3605	21.1889			21.0103	21.3863	20.8744	21.3771	21.1485	21.4085	20.9496	21.5688	21.2435	20.9909	21.1257	21.5946	21.3898	21.375	21.0987	21.1384	21.3714	21.5362	21.0078		21.4732	20.9079	21.0067	21.0153	21.2647	20.9608	20.9851	20.9143	20.8124	21.3663	21.6534
PROT_0184	24.5096	24.308	24.5024	24.7547	24.8298	24.8432	24.4658	25.1216	24.8628	24.694	24.2791	24.5585		24.7998	24.4176	24.6783	24.5053	24.8663	24.9037	25.1175	24.8172	24.4214	24.9543	24.5945		24.5826	24.6083	24.7626	24.5885	24.4727	24.6883	24.4713	24.1241	24.3764	24.8325	24.7014	24.6276	24.7625	24.8853	24.7875	24.7264	24.8743	24.7079	24.6463	24.6484	24.7828	24.5857	24.5154	24.4788	24.3961
PROT_0185	23.5689	23.8106	24.1235	23.8993	24.0054	23.6426	23.4103	23.9654	23.8959	23.7254	23.8942	23.8599	23.9004	23.5797	24.0067	24.0396	23.7148	23.7462	23.8587	23.4969	23.5312	23.8807	24.3268	23.3346	23.6769	24.1532	23.9102	23.8723	23.6317	23.9601	23.5532	23.4146	24.6216	23.6838	23.8329	24.0644	24.0415	23.8871	23.9933	23.9634	23.6559	24.0055	24.0818	24.0794	23.4556	23.864	24.1689	23.4608	23.814	23.5399
PROT_0186	25.5812	25.4385	25.8772	26.0393	25.8548	25.7185	25.8085	25.5694	26.0906	26.0786	25.6518	26.0199	25.5557	25.8016	25.9835	25.6912	25.6705	25.5574	25.842	25.9915	25.7336	25.6207	25.5959	25.6648	26.0795	25.9088	25.7575	25.4307	25.9706	25.9626	25.5912	25.7232	25.3685	25.5974	25.9908	25.5991	26.0043	25.7537	25.7341	26.0994	25.3412	25.8662	25.7578	25.4908	25.9623	25.95	25.6222	25.375	25.6617	25.6856
PROT_0187	19.4505	18.2998	18.7014	18.2159	18.5016	18.161	18.4122	18.2609			18.8933	18.3604	18.8448				19.5713		18.7988					18.1853		18.2993	20.3483	18.7905						18.6105	18.9823	18.9937	18.4843	19.0433		18.6495		18.6167	18.5226			18.9751				
PROT_0188	26.1309	26.3273	26.3037	26.3326	26.3211	26.3688	26.5551	26.3866	26.5936	26.1645	26.1095	26.5566	26.3652	26.143	26.0874	26.5248	26.8177	26.4872	25.9306	25.9583	26.4763	26.5287	26.4285	26.1429	26.3323	26.4754	26.4013	26.1712	26.0844	26.2962	26.2171	26.2936	26.3576	26.2625	26.2518	26.0386	26.4705	26.2649	26.3859	26.1566	26.3112	26.7504	26.1348	26.378	26.134	26.305	26.8975	26.4602	26.4285	26.05
PROT_0189	23.9337	24.2202	23.7356	24.1292	23.9042	24.0964	24.2302	23.6675	24.1893	24.2958	23.7137	23.8879	23.4808	24.3895	23.6649	23.6699	24.1785	24.0739	24.0773	23.736	23.9784	24.4315	23.3663	23.995	24.0649	23.8911	23.8701	23.7122	23.9649	24.0538	24.0624	24.2069	24.245	24.1796	24.3849	23.5807	24.2275	23.5423	24.0148	23.8936	23.6223	24.0688	23.6448	24.2819	23.8138	23.8952	24.2395	23.7987	23.917	23.6277
PROT_0190	21.7177	21.7115	22.3395	22.0598	22.6535	22.7555	21.6522	22.1458	22.2931	21.9805				21.9726	23.3834	22.4022	21.9895	21.9297	21.7656		21.7704		21.9518		22.9066	23.2369	21.7189	21.9417	22.0084	22.0274	21.7437	21.759	21.8075	22.1078	22.7595	22.8418		22.1028	22.2239	22.3668	21.7345		21.5304	21.9343	22.5838	23.1156	22.1048	21.8526	21.6855	21.2468
PROT_0191		25.0899	25.335	25.1069	25.2129	25.1504	25.1903	25.2561	25.6018	25.426	25.3769	25.5628	25.1086	25.2168	25.2601	25.0017	25.2448	25.2336	25.145	24.9893	24.9618	25.3131	25.2967	25.2048	25.1351	25.3896	24.795	24.6295	25.2182	25.3378	25.2464	24.8841	25.1862	25.4376	25.5435	25.0558	25.199	25.1883	25.5571	25.319	25.309	25.27	25.1718	25.3492	24.874	25.2895	25.2313	25.2056	25.4007	24.9906
PROT_0192	27.9102	27.871	27.7061	27.5517	27.7336	27.8612	27.662	27.7952	28.0031	27.8613	27.4492	28.0398	27.9145	28.1138	27.8672	27.795	28.049	27.993	27.6671	27.7831	27.9053	27.63	27.9302	27.9129	27.541	27.9127	27.7618	27.3748	27.9177	28.0102	27.6097	27.8565	27.924	27.5429	27.4966	27.6718	27.9205	27.7767	27.7544	27.912	28.0158	28.0857	27.9698	27.8928	27.5918	28.1634	27.8402	27.8793	27.8251	28.1053
PROT_0193	22.4656	22.6023	22.6596	22.6658	22.9415	22.8393	22.7302	23.0345	22.5462	22.6371	22.8686	22.617	22.9678	22.1452	22.7212	22.652	22.9487	22.4672	22.8345	22.9272	22.9394	23.0957	22.4934	22.4861	22.5799	22.3656	22.8971	22.4336	22.5009	22.5449	22.7226	22.9084	22.7989	22.8297	23.0601	22.4001	23.1982	22.8239	22.4783	23.1049	22.6517	22.7087	22.2856	22.7144	22.4471	22.614	22.7909	22.3847	22.5675	22.7435
PROT_0194	22.2932	22.2891	22.4827	22.2743	22.7799	22.0571	22.3279	22.9113	22.4836	22.3497	22.6716	22.5827	22.7503	22.4529	22.403	22.9295	22.5797	22.8415	22.4618	22.6382	22.6716	22.29	22.7492	22.3025	22.3968	22.4282	22.464	22.786	22.6638	22.9253	22.4984	22.2879	22.5391	22.2008	22.4045	22.3207	22.6292	22.7352	22.7203	22.8423	22.1998	22.6137	22.2303	22.6597	22.8578	22.252	22.217	22.7278	22.4772	22.284
PROT_0195	22.2598	21.8441	21.6632	22.3974	22.019	21.6536	22.121	21.5588	22.0778	22.0146	22.1732	22.3594	21.6411	21.3562	21.7466	22.5545	22.0773	21.3279	21.9468	22.0845	22.3042	21.4076	21.9066	21.7735	21.6805	22.4028	21.8111	21.7888	21.7455	21.9768		21.8175	21.598	21.8235	22.4481	22.3425	22.1108	21.6717	22.1074	22.4353	22.012	22.2834	22.0491		21.9863	21.9758	22.0261	21.7824	21.9419	21.6934
PROT_0196	18.3395			17.5178		16.7321		18.624				17.0223	17.9493					17.9928												18.3058					18.1566					17.6033				18.5752		18.3999	17.9876		18.268	18.1225
PROT_0197	26.5459	26.4525	26.19	26.2822	26.3993	26.4551	26.1077	26.166	26.6908	26.2563	26.4334	26.2689	26.7099	26.4658	26.5782	26.304	26.5363	26.2344	26.0928	26.294	26.171	26.0633	26.3923	26.3664	26.3867	26.3993	26.2732	26.3666	26.3458	26.4657	26.4957	26.1848	26.2808	26.305	26.9709	26.1896	26.1297	26.4852	26.1318	26.6796	26.2259	26.183	26.369	26.5163	26.3852	26.4172	26.613	26.3529	26.4245	26.462
PROT_0198	24.2216	24.4076	24.781	24.5002	24.8641	24.2863	24.2472	24.6679	24.5534	24.6964	24.6833	24.3414	24.6398	24.5594	24.5827	24.8327	24.4579	24.7975	24.7025	24.442	24.6085	24.3564	24.6389	24.689	24.7148	24.3714	24.2709	24.615	24.2593	24.21	24.7323	23.9053	24.9853	24.4985	24.333	24.2953	24.3461	24.8749	24.7493	24.6091	24.8289	24.7022	24.5397	24.373	24.5438	24.3877	24.5082	24.933	24.6514	24.7373
PROT_0199	24.4856	24.4659	24.1828	24.1341	24.1133	24.3889	24.4163	24.2355	24.5289	24.4564	24.6229	24.8195	24.3529	24.2903	24.4919	24.4749	24.7046	24.2284	24.2179	24.1366	24.381	24.262	24.3051	24.2218	24.0	24.7109	23.8224	23.7592	24.5834	24.068	24.2869	24.1753	24.6809	24.1062	24.3259	24.239	24.327	24.0421	23.9684	24.4494	24.5014	24.2475	24.0241	24.2621	24.5205	24.3978	24.2232	23.976	24.4528	24.4103
PROT_0200	25.0019	24.561	24.5144	24.3932	25.1617	24.419	24.9817	24.8476	24.9205	24.7915	24.5876	24.7941	25.0571		24.8481	24.5432	24.6727	24.4008	24.5883		24.5669	24.8775	24.5307	24.4715	24.8305	24.3031	24.776	24.5906	24.3368	25.09	24.4741	24.7089	25.0717	24.3815	24.4654	24.6393	24.7531	24.6718	24.4454	25.1076	24.8909	24.6902	25.0346	24.7175	24.5435	24.6478	24.6965	24.4515	24.109	24.6999
PROT_0201	22.2037	22.0641	21.6871	22.0409	21.0121	21.9585	21.515	21.884	21.6703	21.0286	21.9177	21.8233	21.893	21.6914	21.5235	21.5569	21.5032	21.7844	21.4208	21.5612	21.9632		21.5032	21.2915	21.6806	21.8836	21.5229	21.6528	21.407	22.2847	21.9008	21.8366	21.9654	21.5675	21.9087	22.3605	21.1835	21.4324		21.9064	21.4359	21.5924	22.1213	21.8286	21.8791	22.1493	21.5591	21.4782	22.228	21.5927
PROT_0202	28.7368	28.8004	28.9273	28.7491	28.4735	28.6517	29.1222	28.4818	29.0553	28.6428	28.6922	29.152	28.8723	28.7322	28.7222	28.4599	28.9514	28.7213	28.8996	28.9316	28.7987	28.9614	28.7274	28.9323	28.8183	28.5369	28.8364	28.5448	28.7812	28.8294	28.7824	28.8704	28.8883	28.6948	28.7551	28.9574	28.874	28.7295	29.0775	28.7317	28.9087	28.8383	28.7827	28.7663	28.7898	28.8559	28.9387	28.7518	28.8252	28.7788
PROT_0203	23.2215	23.1433	23.5645	23.2144	23.0388	23.373	23.0535	23.222	23.5491	23.4905	23.5275	23.2899	23.3299	23.1503	23.7259	23.5082	23.4306	23.1342	23.303	23.1986	23.2291	23.1906	23.2646	23.3896	23.0493	22.8982	23.2343	23.092	23.4384	23.3071	23.4808	23.5592	23.1457	23.0764	23.1556	23.3108	23.346	23.1376	23.4512	22.824	23.6733	22.9322	23.1655	23.0308	23.2364	22.9094	23.6993	23.0265	23.4189	23.2983
PROT_0204	21.9752	22.2431	23.1204	23.4388	21.7034		22.3398		22.246	21.4808	20.6154	21.2301	22.3233	22.2838	22.2011	22.6695	22.0456	22.4563	22.8456	22.0492	21.7968	22.2331	22.248	21.8766	21.8485	21.5271	21.8435	22.228	22.0204	22.5143	21.5375	22.1569	22.5315	22.2376	21.895	22.1455	22.421	22.4231	22.285	22.3811	21.8556	22.0776	22.2055	22.1214	21.439	21.5849	22.3323	22.3977	22.0488	22.4317
PROT_0205		19.9685	19.3263	19.7832	20.7371	19.4877	20.7073		20.4076			20.5054	20.6567	19.5826	20.4199	19.7842		19.8889	20.156	20.1873	20.3797	19.8958	20.229	19.0113		19.9275	19.06	19.9682		19.3002		20.0066	19.8831	20.0529	20.2829	19.5976	19.7715	19.8796	19.6212	20.3121	20.205	19.7983	19.9772				19.7863	19.5591		19.8425
PROT_0206	29.8543	29.7713	29.5919	29.9593	29.6832	29.7845	29.7318	29.9171	29.5714	29.8919	29.7504	29.6958	29.8661	29.7483	29.9336	30.0289	29.6881	29.854	29.8111	30.0966	29.9189	29.6206	30.2334	30.0072	29.8699	29.6914	29.7679	29.6403	29.8512	29.5969	29.9716	29.8509	30.0691	29.6252	30.1873	29.7345	30.2033	30.0013	29.9262	29.9461	29.9587	29.9219	29.8623	29.7967	30.1459	29.8349	29.7527	29.9095	29.9177	29.5782
PROT_0207	24.9697	24.8656	25.1604	25.1822	25.2101	24.811	25.3283	25.2159	25.584	25.0599	25.2018	25.3675	25.4886	25.4428	25.1493	24.8068	25.1515	25.2017	25.3278	25.4304	25.006	25.1621	24.9694	25.2521		25.2373	25.54	24.8957	25.1487	25.3801	25.0913	25.2268	24.9795	24.9518	25.4437	24.9405	25.3368	25.0791	25.2941	25.2145	25.1969	25.1455	25.2844	25.5544	24.8087	25.0947	25.2665	25.4649	25.6113	25.3393
PROT_0208	25.4016	25.4884	25.6195	25.6311	25.388	25.2337	25.3395	25.1255	25.8738	25.1192	25.4492	25.6795	25.3653	25.437	25.0965	25.4021	25.5383	25.1759	25.739	25.401	25.3159	25.64	25.2479	25.4107	25.4948	25.4403	25.099	25.2592	25.1754	25.4866	25.4913	25.4715	25.2542	25.3354	25.4452	25.5392	25.3052	25.3363	25.5457	25.351	25.4082	25.306	25.3666	25.4836	25.1658	25.2115	25.4542	25.2835	25.9215	25.2071
PROT_0209	24.1382	23.7677	23.5458	23.9004	24.4065	24.1536	23.8492	23.9897	24.0743	24.0676	24.4096	24.3476	23.5772	24.3566	24.184	23.9478	24.0676	23.6569	24.0811	24.0706		23.8531	23.7609	24.0359	23.9054	24.0935	23.9212	23.808	24.0583	24.1891	23.9422	24.1117	23.5635	23.72	24.0666	24.1167	24.0064	23.7039	23.8949	24.0952	23.9597	24.0494	23.9357	23.9176	23.7746	24.0145	24.0059	23.8097	23.8156	23.9004
PROT_0210		20.3441	19.6852	19.4133	19.909			19.364	19.6927				19.2132	19.7856	19.8734	19.7242	19.2262	18.8546	19.8067		19.5079	19.4553	19.1393		19.9505	20.0896	19.4258	19.2694	19.1039		19.9274	19.6121	19.1715	19.9647	19.7912	19.2609		19.6477		19.737			19.0702	20.0788	19.9503				19.4451	
PROT_0211	25.7082	25.1549	25.4736	25.2419	25.3212	25.113	25.4221	25.519	25.0555	25.182	25.0261	25.2916	25.1814	24.6471	25.2092	25.2451	25.2015	25.6371	24.9436	25.0644	25.6465	25.1645	25.2258	25.2883	25.0027	25.3747	25.4655	25.1917	25.1375	25.3468	25.1108	25.5427	25.3358	24.7544	25.4712	24.956	24.9969			24.998	25.1996	25.1851	25.5859	25.5101	24.8191	25.4191	25.0729	25.2617	25.1705	25.2307
PROT_0212	22.2702	22.5419	22.1172	22.0363	22.3307	21.4576	22.1145	21.9715	21.6052	21.9544	22.0985	22.4476	22.1545		22.1551	21.9076		21.7741	21.6241	22.0425	22.177	21.8863	21.849	22.1512	22.3631	21.5816	21.8609	21.879	21.5855	22.6121	21.8195	21.3982	22.0532	21.6983	22.4191	21.6143	22.0971	22.3789	21.9631	21.8823	22.1506	22.2136	21.7407	22.6159	22.1394	21.8198	21.7186	22.0663	21.9098	21.9851
PROT_0213	21.1111	21.4494	21.7984	21.2938		21.6334	21.024	21.8382	21.1289	21.3171	21.4062	21.5682	21.2931	20.8704	21.3302	21.7751	21.2947	21.2615	21.4215	20.668	21.3814	21.4078	21.6244	21.2456	20.7245	21.8841	21.2481	20.8006	21.2454	21.4236	21.2186	21.7221	21.5886	20.7599	21.3476	20.9086	21.5339	21.5982	21.6027	21.6083	21.5521	21.377	21.4985	21.3541	21.8364	21.3494	21.2864	21.6164	21.2733	21.2722
PROT_0214	26.6844	26.6543	26.6801	26.9075	27.0044	26.8739	26.9449	26.6758	26.6316	26.6737	26.6227	26.7671	26.4468		27.0308	26.6185	26.7618	26.3618	26.845	26.8053	26.8838	26.3837	26.5937	26.762	26.8188	26.8405	26.6286	26.5265	26.1639	26.785	26.3844	26.6551	26.2916	26.5482	26.6312	26.6133	26.7905	26.7107	26.3827	26.5244	26.5848	26.4945	26.4973	26.5882	26.8324	26.7303	27.0886	26.8478	26.8897	26.8596
PROT_0215	22.8977	22.3021	22.5303	22.5364	22.1556	22.853	21.9079	21.9756	21.5885	21.3692	22.3245	22.4467	22.7466	22.5917	22.561		22.3996	22.4378	22.814	22.5782	22.669	22.1798	22.3564	22.8282	22.4821	22.0788	22.4479	22.4447	22.5264	22.5082	21.8217	22.2707	22.8148	22.4418	22.6664	22.2766	22.6969	22.5619	22.8429	23.0205	22.4526	22.7018	22.1256	22.0647	22.5368	22.8421	23.0445	22.701	22.7664	22.4249
PROT_0216	21.4462	22.0982	21.543	21.7566	21.549	21.732	21.1465	21.529	21.7204	21.3884	21.0268	21.8135	21.6092	21.1098	21.1988	21.2614	21.6088	21.5267	20.6189	21.2162	22.0538		21.711	21.5443	21.4538	20.5266	21.9635		21.2452	21.3582	21.5148	21.6154	21.6763	21.5183		21.4502	21.5092	21.7149	21.4472	21.6868	21.1303	21.5884	21.3987	21.5105	21.0986	21.1436	21.9518		21.6133	21.598
PROT_0217				18.1672	18.3369		17.739	19.7645		18.3293				19.142		18.8321	18.4955					17.9448							19.1184	18.6995			18.3979	18.1037	17.68				18.9763		18.799	19.2003	17.7423					18.5256	17.5204	
